nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
MZ344586	MZ344586_Grapevine_Red_Globe_virus	MZ344586_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2018	6219	Grapevine Red Globe virus isolate 18GVA017bA replicase polyprotein gene, complete cds; and coat protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ344587	MZ344587_Grapevine_Red_Globe_virus	MZ344587_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2018	6275	Grapevine Red Globe virus isolate 18GVA017bB replicase polyprotein gene, complete cds; and coat protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451066	MZ451066_Grapevine_Red_Globe_virus	MZ451066_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2012	6845	Grapevine Red Globe virus isolate 12G422, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451067	MZ451067_Grapevine_Red_Globe_virus	MZ451067_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2014	6846	Grapevine Red Globe virus isolate 14G466, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451068	MZ451068_Grapevine_Red_Globe_virus	MZ451068_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6846	Grapevine Red Globe virus isolate 16GVP005A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451069	MZ451069_Grapevine_Red_Globe_virus	MZ451069_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6850	Grapevine Red Globe virus isolate 16GVP018, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451070	MZ451070_Grapevine_Red_Globe_virus	MZ451070_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6850	Grapevine Red Globe virus isolate 16GVP022A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451071	MZ451071_Grapevine_Red_Globe_virus	MZ451071_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6847	Grapevine Red Globe virus isolate 16GVP022B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451072	MZ451072_Grapevine_Red_Globe_virus	MZ451072_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6833	Grapevine Red Globe virus isolate 16GVP023A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451073	MZ451073_Grapevine_Red_Globe_virus	MZ451073_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6851	Grapevine Red Globe virus isolate 16GVP030A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451074	MZ451074_Grapevine_Red_Globe_virus	MZ451074_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6845	Grapevine Red Globe virus isolate 16GVP030B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451075	MZ451075_Grapevine_Red_Globe_virus	MZ451075_Grapevine_Red_Globe_virus	Vitis vinifera	Vitis	NA	NA	2016	6848	Grapevine Red Globe virus isolate 16GVP031, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451076	MZ451076_Grapevine_rupestris_vein_feathering_virus	MZ451076_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2012	6750	Grapevine rupestris vein feathering virus isolate 12G438A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451077	MZ451077_Grapevine_rupestris_vein_feathering_virus	MZ451077_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2012	6724	Grapevine rupestris vein feathering virus isolate 12G438B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451083	MZ451083_Grapevine_rupestris_vein_feathering_virus	MZ451083_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6691	Grapevine rupestris vein feathering virus isolate 16GVP005B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451084	MZ451084_Grapevine_rupestris_vein_feathering_virus	MZ451084_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	5970	Grapevine rupestris vein feathering virus isolate 16GVP005C polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451085	MZ451085_Grapevine_rupestris_vein_feathering_virus	MZ451085_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6718	Grapevine rupestris vein feathering virus isolate 16GVP005D, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451086	MZ451086_Grapevine_rupestris_vein_feathering_virus	MZ451086_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6731	Grapevine rupestris vein feathering virus isolate 16GVP005E, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451088	MZ451088_Grapevine_rupestris_vein_feathering_virus	MZ451088_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6729	Grapevine rupestris vein feathering virus isolate 16GVP018B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451089	MZ451089_Grapevine_rupestris_vein_feathering_virus	MZ451089_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6711	Grapevine rupestris vein feathering virus isolate 16GVP020A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451090	MZ451090_Grapevine_rupestris_vein_feathering_virus	MZ451090_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6723	Grapevine rupestris vein feathering virus isolate 16GVP020B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451092	MZ451092_Grapevine_rupestris_vein_feathering_virus	MZ451092_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6734	Grapevine rupestris vein feathering virus isolate 16GVP022B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451094	MZ451094_Grapevine_rupestris_vein_feathering_virus	MZ451094_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6742	Grapevine rupestris vein feathering virus isolate 16GVP028A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451095	MZ451095_Grapevine_rupestris_vein_feathering_virus	MZ451095_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6752	Grapevine rupestris vein feathering virus isolate 16GVP028B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451096	MZ451096_Grapevine_rupestris_vein_feathering_virus	MZ451096_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6741	Grapevine rupestris vein feathering virus isolate 16GVP028C, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451097	MZ451097_Grapevine_rupestris_vein_feathering_virus	MZ451097_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6730	Grapevine rupestris vein feathering virus isolate 16GVP028D, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451098	MZ451098_Grapevine_rupestris_vein_feathering_virus	MZ451098_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6731	Grapevine rupestris vein feathering virus isolate 16GVP030A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451100	MZ451100_Grapevine_rupestris_vein_feathering_virus	MZ451100_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6740	Grapevine rupestris vein feathering virus isolate 16GVP030C, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451103	MZ451103_Grapevine_rupestris_vein_feathering_virus	MZ451103_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6746	Grapevine rupestris vein feathering virus isolate 16GVP031C, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451104	MZ451104_Grapevine_rupestris_vein_feathering_virus	MZ451104_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6740	Grapevine rupestris vein feathering virus isolate 16GVP031D, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451106	MZ451106_Grapevine_rupestris_vein_feathering_virus	MZ451106_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6744	Grapevine rupestris vein feathering virus isolate 16GVP031F, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451107	MZ451107_Grapevine_rupestris_vein_feathering_virus	MZ451107_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6738	Grapevine rupestris vein feathering virus isolate 16GVP034, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ451108	MZ451108_Grapevine_rupestris_vein_feathering_virus	MZ451108_Grapevine_rupestris_vein_feathering_virus	Prunus	Prunus	NA	NA	2016	6739	Grapevine rupestris vein feathering virus isolate 16GVP038, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ556262	MZ556262_Sichuan_mosquito_tymo-like_virus	MZ556262_Sichuan_mosquito_tymo-like_virus	Culicidae	Culicidae	China	China: Sichuan Province	2020	7739	Sichuan mosquito tymo-like virus isolate mos142Tym01-8 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ556269	MZ556269_Sichuan_mosquito_tymo-like_virus	MZ556269_Sichuan_mosquito_tymo-like_virus	Culicidae	Culicidae	China	China: Sichuan Province	2020	6318	Sichuan mosquito tymo-like virus isolate mos092macula02-10 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW826552	MW826552_Tymoviridae_sp_	MW826552_Tymoviridae_sp.	Rattus	Rattus	China	China	2019	6341	Tymoviridae sp. isolate YSS133186 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW864076	MW864076_Tymoviridae_sp__XZN137671	MW864076_Tymoviridae_sp._XZN137671	Aves	Aves	China	China	2018	6252	MAG: Tymoviridae sp. XZN137671 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT454063	MT454063_Grapevine_rupestris_vein_feathering_virus	MT454063_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	India	India	NA	6705	Grapevine rupestris vein feathering virus isolate TS_GRVFV polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ422607	MZ422607_Grapevine-associated_marafivirus	MZ422607_Grapevine-associated_marafivirus	Vitis labrusca	Vitis	China	China	2017	6346	Grapevine-associated marafivirus isolate JMG polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT435496	MT435496_Gonipterus_platensis_Macula-Like_virus	MT435496_Gonipterus_platensis_Macula-Like_virus	Gonipterus platensis	Gonipterus	Brazil	Brazil	2018	4857	Gonipterus platensis Macula-Like virus isolate SP1 RNA-dependent RNA polymerase, capsid protein, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN627487	MN627487_Erysiphe_necator_associated_tymo-like_virus_1	MN627487_Erysiphe_necator_associated_tymo-like_virus_1	Erysiphe necator	Erysiphe	Spain	Spain	2018	6971	Erysiphe necator associated tymo-like virus 1 isolate PMS8_DN18121, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ027155	MZ027155_Grapevine_rupestris_vein_feathering_virus	MZ027155_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	USA	USA: Idaho	2018	6736	Grapevine rupestris vein feathering virus isolate ID, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452308	MW452308_Tymoviridae_sp_	MW452308_Tymoviridae_sp.	Culicidae	Culicidae	China	China	2018	7678	Tymoviridae sp. strain YX377 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434965	MW434965_Guadeloupe_Culex_tymo-like_virus	MW434965_Guadeloupe_Culex_tymo-like_virus	Culex quinquefasciatus	Culex	USA	USA: San Diego County, California	2017	7363	MAG: Guadeloupe Culex tymo-like virus isolate CMS002_022a_SAND genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW520376	MW520376_Xanthi_tymo-likevirus	MW520376_Xanthi_tymo-likevirus	Uranotaenia unguiculata	Uranotaenia	Greece	Greece:Thrace	2019	6243	MAG: Xanthi tymo-likevirus isolate TY1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW328754	MW328754_Nasturtium_officinale_macula-like_virus_1	MW328754_Nasturtium_officinale_macula-like_virus_1	Nasturtium officinale	Nasturtium	NA	NA	NA	6744	Nasturtium officinale macula-like virus 1 replicase, CP, and ORF 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN879754	MN879754_Citrus_virus_C	MN879754_Citrus_virus_C	Citrus	Citrus	China	China	NA	7215	Citrus virus C isolate AY-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN100128	MN100128_Sorghum_bicolor_marafivirus	MN100128_Sorghum_bicolor_marafivirus	Sorghum bicolor	Sorghum	USA	USA	2017	6096	Sorghum bicolor marafivirus isolate Dale, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN510431	MN510431_Culex_originated_Tymoviridae-like_virus	MN510431_Culex_originated_Tymoviridae-like_virus	NA	NA	India	India	2017	1724	Culex originated Tymoviridae-like virus isolate CTymVL/Culex/IVRI/2017 RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN974275	MN974275_Grapevine_rupestris_vein_feathering_virus	MN974275_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6730	Grapevine rupestris vein feathering virus isolate BV6799, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN974276	MN974276_Grapevine_rupestris_vein_feathering_virus	MN974276_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6720	Grapevine rupestris vein feathering virus isolate SEL-L, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT084807	MT084807_Grapevine_rupestris_vein_feathering_virus	MT084807_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6725	Grapevine rupestris vein feathering virus isolate 172, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT084808	MT084808_Grapevine_rupestris_vein_feathering_virus	MT084808_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6713	Grapevine rupestris vein feathering virus isolate 179, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT084811	MT084811_Grapevine_rupestris_vein_feathering_virus	MT084811_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6723	Grapevine rupestris vein feathering virus isolate 171-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT084812	MT084812_Grapevine_rupestris_vein_feathering_virus	MT084812_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6725	Grapevine rupestris vein feathering virus isolate 171-2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT084813	MT084813_Grapevine_rupestris_vein_feathering_virus	MT084813_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6722	Grapevine rupestris vein feathering virus isolate 178-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT084814	MT084814_Grapevine_rupestris_vein_feathering_virus	MT084814_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Australia	Australia	2018	6718	Grapevine rupestris vein feathering virus isolate 178-2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC512732	LC512732_Culex_pseudovishnui_tymo-like_virus	LC512732_Culex_pseudovishnui_tymo-like_virus	NA	NA	Japan	Japan: Nagasaki, Isahaya	2017	7724	Culex pseudovishnui tymo-like virus 17CxNGK-Cps2-1535 genes for RNA-dependent RNA polymerase, coat protein, hypothetical protein, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT036048	MT036048_Camellia-associated_marafivirus	MT036048_Camellia-associated_marafivirus	Camellia japonica	Camellia	China	China	2017	6878	Camellia-associated marafivirus isolate L17, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440631	MK440631_Tarnsjo_virus	MK440631_Tarnsjo_virus	NA	NA	Sweden	Sweden	2011	7890	Tarnsjo virus isolate OTU30 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440641	MK440641_Tarnsjo_virus	MK440641_Tarnsjo_virus	NA	NA	Sweden	Sweden	2006	7838	Tarnsjo virus isolate OTU51 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053825	MN053825_Guadeloupe_Culex_tymo-like_virus	MN053825_Guadeloupe_Culex_tymo-like_virus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	7845	Guadeloupe Culex tymo-like virus strain 2017-PB-CQM-1-3, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053826	MN053826_Guadeloupe_Culex_tymo-like_virus	MN053826_Guadeloupe_Culex_tymo-like_virus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	7799	Guadeloupe Culex tymo-like virus strain 2017-PB-CQM-1-2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053827	MN053827_Guadeloupe_Culex_tymo-like_virus	MN053827_Guadeloupe_Culex_tymo-like_virus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2016	8333	Guadeloupe Culex tymo-like virus strain 2016-Ab-CQM, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH898958	MH898958_Peach_marafivirus_D	MH898958_Peach_marafivirus_D	Prunus persica	Prunus	China	China	2017	6585	Peach marafivirus D isolate PeVD HCZ2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH620813	MH620813_Lampyris_noctiluca_tymovirus-like_virus_1	MH620813_Lampyris_noctiluca_tymovirus-like_virus_1	Lampyris noctiluca	Lampyris	Finland	Finland	2017	6744	Lampyris noctiluca tymovirus-like virus 1 isolate 17FIN4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH383239	MH383239_Grapevine_associated_tymo-like_virus	MH383239_Grapevine_associated_tymo-like_virus	Vitis vinifera	Vitis	France	France: Colmar	2013	6060	Grapevine associated tymo-like virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188018	MH188018_Culex_originated_Tymoviridae-like_virus	MH188018_Culex_originated_Tymoviridae-like_virus	NA	NA	USA	USA	2016	7450	Culex originated Tymoviridae-like virus strain CTymVL/Los Angeles, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY348614	KY348614_Peach_virus_T	KY348614_Peach_virus_T	Prunus persica	Prunus	South Korea	South Korea	2014	6600	Peach virus T isolate BC polyprotein and putative movement protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY348615	KY348615_Peach_virus_T	KY348615_Peach_virus_T	Prunus persica	Prunus	South Korea	South Korea	2014	6618	Peach virus T isolate JH polyprotein and putative movement protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF000325	MF000325_Grapevine_rupestris_vein_feathering_virus	MF000325_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	New Zealand	New Zealand	2016	6708	Grapevine rupestris vein feathering virus isolate NZ Ch8021 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF000326	MF000326_Grapevine_rupestris_vein_feathering_virus	MF000326_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	New Zealand	New Zealand	2016	6701	Grapevine rupestris vein feathering virus isolate NZ ChTK0004 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY513702	KY513702_Grapevine_rupestris_vein_feathering_virus	KY513702_Grapevine_rupestris_vein_feathering_virus	Vitis vinifera	Vitis	Switzerland	Switzerland	2016	6716	Grapevine rupestris vein feathering virus isolate CHASS, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
