nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NC_033190	NC_033190_Hubei_picorna-like_virus_25	NC_033190_Hubei_picorna-like_virus_25	Odonata	Odonata	China	China	2013	9235	Hubei picorna-like virus 25 strain QTM27237 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032222	NC_032222_Hubei_chipolycivirus	NC_032222_Hubei_chipolycivirus	Araneae	Araneae	China	China	2013	11081	Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP933694	OP933694_Fish-associated_picorna-like_virus_4	OP933694_Fish-associated_picorna-like_virus_4	NA	NA	China	China: Lhasa River, Tibet	2020	10810	MAG: Fish-associated picorna-like virus 4 isolate fi102pic genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884085	OP884085_Army_ant_associated_sopolycivirus_1	OP884085_Army_ant_associated_sopolycivirus_1	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	6993	MAG: Army ant associated sopolycivirus 1 isolate MGN-1_E11 ORF5 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884086	OP884086_Army_ant_associated_sopolycivirus_1	OP884086_Army_ant_associated_sopolycivirus_1	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	4437	MAG: Army ant associated sopolycivirus 1 isolate MGN-3_D04 ORF5 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP514660	OP514660_Graso_virus	OP514660_Graso_virus	NA	NA	Sweden	Sweden	2020	10048	MAG: Graso virus isolate G_k99_543_len_10048 RNA-dependent RNA polymerase mRNA, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314665	MW314665_Linepithema_humile_polycipivirus_1	MW314665_Linepithema_humile_polycipivirus_1	Linepithema humile	Linepithema	Spain	Spain	2014	14288	Linepithema humile polycipivirus 1 from Spain, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314666	MW314666_Linepithema_humile_polycipivirus_2	MW314666_Linepithema_humile_polycipivirus_2	Linepithema humile	Linepithema	Spain	Spain	2014	11422	Linepithema humile polycipivirus 2 from Spain, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314676	MW314676_Lasius_neglectus_virus_1	MW314676_Lasius_neglectus_virus_1	Lasius neglectus	Lasius	Spain	Spain	2014	11199	Lasius neglectus virus 1 isolate LneSP genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314677	MW314677_Lasius_niger_virus_1	MW314677_Lasius_niger_virus_1	Lasius neglectus	Lasius	Italy	Italy: Volterra-L'Escala	2014	11995	Lasius niger virus 1 isolate LneITSP, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314678	MW314678_Myrmica_scabrinodis_virus_1	MW314678_Myrmica_scabrinodis_virus_1	Lasius neglectus	Lasius	Spain	Spain	2014	11871	Myrmica scabrinodis virus 1 from Spain, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON382569	ON382569_Macrobrachium_rosenbergii_virus_2	ON382569_Macrobrachium_rosenbergii_virus_2	Macrobrachium rosenbergii	Macrobrachium	China	China: Jiashan, Zhejiang	2019	11442	MAG: Macrobrachium rosenbergii virus 2 isolate ZJJS2019, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP080529	OP080529_Tuatara_cloaca-associated_polycipivirus-1	OP080529_Tuatara_cloaca-associated_polycipivirus-1	NA	NA	New Zealand	New Zealand	2021	839	MAG: Tuatara cloaca-associated polycipivirus-1 isolate T13 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON162023	ON162023_Picornaviridae_sp_	ON162023_Picornaviridae_sp.	NA	NA	China	China: Beijing	2017	1967	MAG: Picornaviridae sp. isolate 162-k141_181076 RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON162058	ON162058_Picornaviridae_sp_	ON162058_Picornaviridae_sp.	NA	NA	China	China: Beijing	2017	1943	MAG: Picornaviridae sp. isolate 165-k141_105456 RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON162337	ON162337_Picornaviridae_sp_	ON162337_Picornaviridae_sp.	NA	NA	China	China: Sichuan	2018	9124	MAG: Picornaviridae sp. isolate R71-k141_312530_2 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON162339	ON162339_Picornaviridae_sp_	ON162339_Picornaviridae_sp.	NA	NA	China	China: Hainan	2018	11018	MAG: Picornaviridae sp. isolate R82-k141_40475_2 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW251323	MW251323_Ora_Rivulet_insect-associated_polycipivirus	MW251323_Ora_Rivulet_insect-associated_polycipivirus	Coquillettidia richiardii	Coquillettidia	Russia	Russia: Novosibirsk	2019	10879	Ora Rivulet insect-associated polycipivirus isolate Koltsovo/ORIAPV/2019 capsid protein, hypothetical protein, capsid protein, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM622256	OM622256_Picornavirales_sp_	OM622256_Picornavirales_sp.	NA	NA	Germany	Germany: Havel River	2018	11517	MAG: Picornavirales sp. isolate HPLV-1 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM622257	OM622257_Picornavirales_sp_	OM622257_Picornavirales_sp.	NA	NA	Germany	Germany: Havel River	2018	11670	MAG: Picornavirales sp. isolate HPLV-2 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679314	MZ679314_Polycipiviridae_sp_	MZ679314_Polycipiviridae_sp.	NA	NA	China	China: Jiangsu	2017	11393	MAG: Polycipiviridae sp. isolate 35-k141_153380 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679315	MZ679315_Polycipiviridae_sp_	MZ679315_Polycipiviridae_sp.	NA	NA	China	China: Xisha	2018	11474	MAG: Polycipiviridae sp. isolate 314R-k141_1660461 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679316	MZ679316_Polycipiviridae_sp_	MZ679316_Polycipiviridae_sp.	NA	NA	China	China: Hainan	2018	11552	MAG: Polycipiviridae sp. isolate s99-k141_179882 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679321	MZ679321_Polycipiviridae_sp_	MZ679321_Polycipiviridae_sp.	NA	NA	China	China: Hainan	2018	11947	MAG: Polycipiviridae sp. isolate R82-k141_354081 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679324	MZ679324_Polycipiviridae_sp_	MZ679324_Polycipiviridae_sp.	NA	NA	China	China: Beijing	2017	11503	MAG: Polycipiviridae sp. isolate 174-k141_47109 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679325	MZ679325_Polycipiviridae_sp_	MZ679325_Polycipiviridae_sp.	NA	NA	China	China: Sichuan	2018	12240	MAG: Polycipiviridae sp. isolate s80-k141_573658 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679327	MZ679327_Polycipiviridae_sp_	MZ679327_Polycipiviridae_sp.	NA	NA	China	China: Xinjiang	2017	11994	MAG: Polycipiviridae sp. isolate 189cR-k141_79471 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679328	MZ679328_Polycipiviridae_sp_	MZ679328_Polycipiviridae_sp.	NA	NA	China	China: Sichuan	2018	11746	MAG: Polycipiviridae sp. isolate R72-k141_829675 putative capsid protein 1, hypothetical protein, putative transmembrane protein, putative capsid protein 2, putative capsid protein 3, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM480539	OM480539_Civet_picornavirus	OM480539_Civet_picornavirus	Paguma larvata	Paguma	China	China	2020	7516	Civet picornavirus strain GX-F3 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW078933	MW078933_Anoplolepis_gracilipes_virus_3	MW078933_Anoplolepis_gracilipes_virus_3	Anoplolepis gracilipes	Anoplolepis	Malaysia	Malaysia	2018	11658	Anoplolepis gracilipes virus 3 strain AG0467, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679040	MZ679040_Picornavirales_sp_	MZ679040_Picornavirales_sp.	NA	NA	China	China: Xinjiang	2017	6880	MAG: Picornavirales sp. isolate 201-k141_94824 hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679313	MZ679313_Polycipiviridae_sp_	MZ679313_Polycipiviridae_sp.	NA	NA	China	China: Beijing	2017	11935	MAG: Polycipiviridae sp. isolate 176-k141_145913 putative capsid protein 1, hypothetical protein, putative capsid protein 2, putative capsid protein 3, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679318	MZ679318_Polycipiviridae_sp_	MZ679318_Polycipiviridae_sp.	NA	NA	China	China: Guangdong	2018	5178	MAG: Polycipiviridae sp. isolate 121-k141_217097 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679320	MZ679320_Polycipiviridae_sp_	MZ679320_Polycipiviridae_sp.	NA	NA	China	China: Jiangsu	2017	4935	MAG: Polycipiviridae sp. isolate 49-k141_242210 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679322	MZ679322_Polycipiviridae_sp_	MZ679322_Polycipiviridae_sp.	NA	NA	China	China: Guangdong	2017	3751	MAG: Polycipiviridae sp. isolate 120-k141_35703 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679323	MZ679323_Polycipiviridae_sp_	MZ679323_Polycipiviridae_sp.	NA	NA	China	China: Henan	2017	3140	MAG: Polycipiviridae sp. isolate 250-k141_394512 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679326	MZ679326_Polycipiviridae_sp_	MZ679326_Polycipiviridae_sp.	NA	NA	China	China: Sichuan	2018	5209	MAG: Polycipiviridae sp. isolate s64-k141_732577 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ679330	MZ679330_Polycipiviridae_sp_	MZ679330_Polycipiviridae_sp.	NA	NA	China	China: Beijing	2017	5319	MAG: Polycipiviridae sp. isolate 169-k141_92173 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209767	MZ209767_Guiyang_polycipivirus_2	MZ209767_Guiyang_polycipivirus_2	Argiope bruennichi	Argiope	China	China	2016	11892	MAG: Guiyang polycipivirus 2 isolate YZZGZ280166, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ210028	MZ210028_Fushun_polycipivirus_2	MZ210028_Fushun_polycipivirus_2	Monolepta lauta	Monolepta	China	China	2017	12245	MAG: Fushun polycipivirus 2 isolate SBYYJFS21, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209804	MZ209804_Guiyang_argiope_bruennichi_polycipivirus_1	MZ209804_Guiyang_argiope_bruennichi_polycipivirus_1	Argiope bruennichi	Argiope	China	China	2016	11266	MAG: Guiyang argiope bruennichi polycipivirus 1 isolate ZZGZLJ124265, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209812	MZ209812_Guiyang_argiope_bruennichi_polycipivirus_2	MZ209812_Guiyang_argiope_bruennichi_polycipivirus_2	Argiope bruennichi	Argiope	China	China	2016	11490	MAG: Guiyang argiope bruennichi polycipivirus 2 isolate ZZGZLJ95565, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209821	MZ209821_Guiyang_polycipivirus_1	MZ209821_Guiyang_polycipivirus_1	Acrida cinerea	Acrida	China	China	2016	11971	MAG: Guiyang polycipivirus 1 isolate JJHGZ226397, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW239301	MW239301_Picornavirales_sp_	MW239301_Picornavirales_sp.	Phylloscopus	Phylloscopus	China	China	2018	1425	MAG: Picornavirales sp. isolate warbler204Pcon4 hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW239492	MW239492_Picornavirales_sp_	MW239492_Picornavirales_sp.	Larvivora sibilans	Larvivora	China	China	2018	834	MAG: Picornavirales sp. isolate Rufous-tailedRobin167Pcon1 hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK392074	OK392074_Planococcus_ficus-associated_picorna-like_virus_1	OK392074_Planococcus_ficus-associated_picorna-like_virus_1	NA	NA	Mexico	Mexico: Ensenada, Baja California	2019	9284	MAG: Planococcus ficus-associated picorna-like virus 1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK491497	OK491497_Xiangshan_picorna-like_virus_6	OK491497_Xiangshan_picorna-like_virus_6	Insecta	Insecta	China	China: Beijing	2020	11387	MAG: Xiangshan picorna-like virus 6 isolate Novel_21 hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ822098	MZ822098_Apis_polycipivirus	MZ822098_Apis_polycipivirus	Apis cerana	Apis	China	China: Yunnan	2019	11714	MAG: Apis polycipivirus isolate No17-Acc029-YN2019, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ375218	MZ375218_Polycipiviridae_sp_	MZ375218_Polycipiviridae_sp.	NA	NA	China	China	2020	11486	MAG: Polycipiviridae sp. isolate 1PE-RDRP-11 ORF1, ORF2, ORF2b, ORF3, ORF4, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ375224	MZ375224_Polycipiviridae_sp_	MZ375224_Polycipiviridae_sp.	NA	NA	China	China	2020	11429	MAG: Polycipiviridae sp. isolate 3PE-RDRP-12 ORF1, ORF2, ORF2b, ORF3, ORF4, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT753151	MT753151_Hammarskog_picorna-like_virus	MT753151_Hammarskog_picorna-like_virus	Coquillettidia richiardii	Coquillettidia	Russia	Russia: Novosibirsk reg.	2019	11506	Hammarskog picorna-like virus isolate Koltsovo/HPLV/2019 putative capsid protein, hypothetical protein, and putative polyprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ556273	MZ556273_Sichuan_mosquito_picorna-like_virus	MZ556273_Sichuan_mosquito_picorna-like_virus	Culicidae	Culicidae	China	China: Sichuan Province	2020	10864	Sichuan mosquito picorna-like virus isolate mos092PicorV01-10 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW826414	MW826414_Polycipiviridae_sp_	MW826414_Polycipiviridae_sp.	NA	NA	China	China	2018	12003	Polycipiviridae sp. isolate XZN137140 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW826415	MW826415_Polycipiviridae_sp_	MW826415_Polycipiviridae_sp.	NA	NA	China	China	2018	12594	Polycipiviridae sp. isolate XZN136291 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW826527	MW826527_Polycipiviridae_sp_	MW826527_Polycipiviridae_sp.	NA	NA	China	China	2019	11273	Polycipiviridae sp. isolate YSN480 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW826528	MW826528_Polycipiviridae_sp_	MW826528_Polycipiviridae_sp.	NA	NA	China	China	2019	11903	Polycipiviridae sp. isolate YSN200 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW864077	MW864077_Polycipiviridae_sp__XZN141292	MW864077_Polycipiviridae_sp._XZN141292	NA	NA	China	China	2018	11218	MAG: Polycipiviridae sp. XZN141292 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ443578	MZ443578_Nelson_Picorna-like_virus_1	MZ443578_Nelson_Picorna-like_virus_1	Vespula vulgaris	Vespula	New Zealand	New Zealand	NA	8353	Nelson Picorna-like virus 1 isolate Vvul_virus_10 hypothetical protein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ443580	MZ443580_Nelson_Picorna-like_virus_3	MZ443580_Nelson_Picorna-like_virus_3	Vespula vulgaris	Vespula	New Zealand	New Zealand	NA	9536	Nelson Picorna-like virus 3 isolate Vvul_virus_12 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ443585	MZ443585_Nelson_Picorna-like_virus_8	MZ443585_Nelson_Picorna-like_virus_8	Vespula vulgaris	Vespula	New Zealand	New Zealand	NA	11865	Nelson Picorna-like virus 8 isolate Vvul_virus_17 hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW052063	MW052063_Nuksystermes_virus	MW052063_Nuksystermes_virus	Heterotermes ferox	Heterotermes	Australia	Australia	2016	12588	Nuksystermes virus isolate 1v_8 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW052145	MW052145_Nuksystermes_virus	MW052145_Nuksystermes_virus	Heterotermes ferox	Heterotermes	Australia	Australia	2016	12622	Nuksystermes virus isolate 2v_20 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW052137	MW052137_Laksystermes_virus	MW052137_Laksystermes_virus	Microcerotermes	Microcerotermes	French Guiana	French Guiana	NA	15021	Laksystermes virus isolate FG16_17_1 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, hypothetical protein 4, and putative replicase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT757488	MT757488_Goettingen_Seco-like_virus_1	MT757488_Goettingen_Seco-like_virus_1	NA	NA	Germany	Germany	2014	6890	Goettingen Seco-like virus 1 strain GEMhg-2 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138122	MT138122_Riboviria_sp_	MT138122_Riboviria_sp.	Lanius cristatus	Lanius	China	China	2018	9356	MAG: Riboviria sp. isolate bsk136shi08 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138150	MT138150_Picornavirales_sp_	MT138150_Picornavirales_sp.	Phylloscopus inornatus	Phylloscopus	China	China	2018	3276	MAG: Picornavirales sp. isolate ybw202shi07 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137934	MT137934_Polycipiviridae_sp_	MT137934_Polycipiviridae_sp.	NA	NA	China	China	2018	11342	MAG: Polycipiviridae sp. isolate coa196pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137935	MT137935_Polycipiviridae_sp_	MT137935_Polycipiviridae_sp.	NA	NA	China	China	2018	10287	MAG: Polycipiviridae sp. isolate nut158pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137936	MT137936_Polycipiviridae_sp_	MT137936_Polycipiviridae_sp.	NA	NA	China	China	2018	11363	MAG: Polycipiviridae sp. isolate rfb094pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137937	MT137937_Polycipiviridae_sp_	MT137937_Polycipiviridae_sp.	NA	NA	China	China	2018	11003	MAG: Polycipiviridae sp. isolate rfb199pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137938	MT137938_Polycipiviridae_sp_	MT137938_Polycipiviridae_sp.	NA	NA	China	China	2018	11290	MAG: Polycipiviridae sp. isolate rob114pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137939	MT137939_Polycipiviridae_sp_	MT137939_Polycipiviridae_sp.	NA	NA	China	China	2018	11575	MAG: Polycipiviridae sp. isolate rtr167pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT137940	MT137940_Polycipiviridae_sp_	MT137940_Polycipiviridae_sp.	NA	NA	China	China	2018	11328	MAG: Polycipiviridae sp. isolate rtr168pol1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN386967	MN386967_Apple_picorna-like_virus_1	MN386967_Apple_picorna-like_virus_1	Malus domestica	Malus	USA	USA: Washington	2018	11885	MAG: Apple picorna-like virus 1 isolate WA1 hypothetical protein, capsid protein, and polyprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN513381	MN513381_Hammarskog_picorna-like_virus	MN513381_Hammarskog_picorna-like_virus	Coquillettidia richiardii	Coquillettidia	Sweden	Sweden	2017	10818	Hammarskog picorna-like virus strain SW13, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC496108	LC496108_Colobopsis_shohki_virus_1	LC496108_Colobopsis_shohki_virus_1	Colobopsis shohki	Colobopsis	Japan	Japan: Okinawa, Kumejima	2016	11855	Colobopsis shohki virus 1 Kumejima-Csh RNA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK606535	MK606535_Posavirus_12	MK606535_Posavirus_12	Sus scrofa	Sus	Japan	Japan	2016	8881	Posavirus 12 isolate Ishi-Im7/JPN/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK606537	MK606537_Posavirus_12	MK606537_Posavirus_12	Sus scrofa	Sus	Japan	Japan	2016	5915	Posavirus 12 isolate Ishi-Im9/JPN/2016, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG676340	MG676340_Solenopsis_invicta_virus_2	MG676340_Solenopsis_invicta_virus_2	Solenopsis invicta	Solenopsis	USA	USA: Washington County, MS	2016	11303	Solenopsis invicta virus 2 isolate Mississippi Delta, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH213247	MH213247_Linepithema_humile_polycipivirus_1	MH213247_Linepithema_humile_polycipivirus_1	Linepithema humile	Linepithema	Spain	Spain	2014	11259	Linepithema humile polycipivirus 1 putative capsid, hypothetical protein, putative capsid, hypothetical protein, and putative RdRp genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH213248	MH213248_Linepithema_humile_polycipivirus_2	MH213248_Linepithema_humile_polycipivirus_2	Linepithema humile	Linepithema	New Zealand	New Zealand	2015	11383	Linepithema humile polycipivirus 2 putative capsid, hypothetical protein, putative capsid, and putative RdRp-complex genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
