nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NC_027126	NC_027126_Kilifi_Virus	NC_027126_Kilifi_Virus	Insecta	Insecta	NA	NA	NA	8865	Kilifi Virus putative polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_027127	NC_027127_Thika_virus	NC_027127_Thika_virus	Insecta	Insecta	United Kingdom	United Kingdom	NA	9108	Thika virus putative polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_003780	NC_003780_Acyrthosiphon_pisum_virus	NC_003780_Acyrthosiphon_pisum_virus	NA	NA	NA	NA	NA	10035	Acyrthosiphon pisum virus protein P1 gene, complete cds; and protein P2 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON968944	ON968944_Avian_associated_picorna-like_virus_25	ON968944_Avian_associated_picorna-like_virus_25	Petroica longipes	Petroica	New Zealand	New Zealand: Bushy Park Tarapuruhi, Whanganui	2021	5543	MAG: Avian associated picorna-like virus 25 isolate PELO8 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ615332	MZ615332_Canaosa_virus	MZ615332_Canaosa_virus	Culicoides	Culicoides	Brazil	Brazil	2014	9209	Canaosa virus strain BeAr805572 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP264911	OP264911_Yongsan_picorna-like_virus_2	OP264911_Yongsan_picorna-like_virus_2	Culex pipiens	Culex	Egypt	Egypt	2015	5637	MAG: Yongsan picorna-like virus 2 isolate Egypt_2015 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314621	MW314621_Myrmica_rubra_picorna-like_virus_10	MW314621_Myrmica_rubra_picorna-like_virus_10	Myrmica rubra	Myrmica	Spain	Spain	2014	4186	Myrmica rubra picorna-like virus 10 from Spain genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314623	MW314623_Lasius_neglectus_picorna-like_virus_7	MW314623_Lasius_neglectus_picorna-like_virus_7	Lasius neglectus	Lasius	Italy	Italy	2014	9123	Lasius neglectus picorna-like virus 7 from Italy genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314625	MW314625_Lasius_neglectus_picorna-like_virus_9	MW314625_Lasius_neglectus_picorna-like_virus_9	Lasius neglectus	Lasius	Italy	Italy	2014	11653	Lasius neglectus picorna-like virus 9 from Italy, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314645	MW314645_Lasius_neglectus_picorna-like_virus_2	MW314645_Lasius_neglectus_picorna-like_virus_2	Lasius neglectus	Lasius	Italy	Italy	2014	6666	Lasius neglectus picorna-like virus 2 from Italy genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314649	MW314649_Lasius_neglectus_picorna-like_virus_11	MW314649_Lasius_neglectus_picorna-like_virus_11	Lasius neglectus	Lasius	Italy	Italy	2014	6577	Lasius neglectus picorna-like virus 11 from Italy genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700064	OL700064_Hubei_picorna-like_virus_61	OL700064_Hubei_picorna-like_virus_61	Culex tritaeniorhynchus	Culex	China	China: Yunnan	2018	8662	MAG: Hubei picorna-like virus 61 isolate XY44870 polyprotein mRNA, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700096	OL700096_Yongsan_picorna-like_virus_2	OL700096_Yongsan_picorna-like_virus_2	Culex tritaeniorhynchus	Culex	China	China: Yunnan	2018	9417	MAG: Yongsan picorna-like virus 2 isolate XY46444 putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700202	OL700202_Acyrthosiphon_pisum_virus	OL700202_Acyrthosiphon_pisum_virus	Culex pipiens	Culex	China	China: Yunnan	2018	6743	MAG: Acyrthosiphon pisum virus isolate 21370 protein P1 gene, partial cds; and protein P2 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM649898	OM649898_Acyrthosiphon_pisum_virus	OM649898_Acyrthosiphon_pisum_virus	Acyrthosiphon pisum	Acyrthosiphon	USA	USA	2017	9993	Acyrthosiphon pisum virus isolate A2C, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM649899	OM649899_Acyrthosiphon_pisum_virus	OM649899_Acyrthosiphon_pisum_virus	Acyrthosiphon pisum	Acyrthosiphon	USA	USA	2017	10068	Acyrthosiphon pisum virus isolate AS3, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM649902	OM649902_Acyrthosiphon_pisum_virus	OM649902_Acyrthosiphon_pisum_virus	Acyrthosiphon pisum	Acyrthosiphon	USA	USA	2017	10063	Acyrthosiphon pisum virus isolate ZA17, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310352	MW310352_Bactrocera_dorsalis_picorna-like_virus_isolate_Zc	MW310352_Bactrocera_dorsalis_picorna-like_virus_isolate_Zc	Zeugodacus cucurbitae	Zeugodacus	China	China	2019	8978	Bactrocera dorsalis picorna-like virus isolate Zc isolate CQ-Zc-V4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM622330	OM622330_Picornavirales_sp_	OM622330_Picornavirales_sp.	NA	NA	Germany	Germany: Havel River	2018	6037	MAG: Picornavirales sp. isolate HPLV-75 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK059606	BK059606_Holothuria_scabra_associated_picornavirus_1	BK059606_Holothuria_scabra_associated_picornavirus_1	NA	NA	NA	NA	NA	9755	TPA_asm: Holothuria scabra associated picornavirus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ678960	MZ678960_Picornavirales_sp_	MZ678960_Picornavirales_sp.	NA	NA	China	China: Beijing	2017	7210	MAG: Picornavirales sp. isolate 162-k141_117368 putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ678997	MZ678997_Picornavirales_sp_	MZ678997_Picornavirales_sp.	NA	NA	China	China: Sichuan	2018	9490	MAG: Picornavirales sp. isolate s80-k141_352911 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW650740	MW650740_Ecclesville_picorna-like_virus	MW650740_Ecclesville_picorna-like_virus	Haemagogus	Haemagogus	Trinidad and Tobago	Trinidad and Tobago: Ecclessville	2018	4515	Ecclesville picorna-like virus isolate TriniPa-Ecclesville-E01 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW650741	MW650741_Ecclesville_picorna-like_virus	MW650741_Ecclesville_picorna-like_virus	Haemagogus	Haemagogus	Trinidad and Tobago	Trinidad and Tobago: Ecclessville	2018	4519	Ecclesville picorna-like virus isolate TriniPa-Ecclesville-E02 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209720	MZ209720_Hangzhou_scatella_stagnalis_Solinvi-like_virus_1	MZ209720_Hangzhou_scatella_stagnalis_Solinvi-like_virus_1	Ischnura senegalensis	Ischnura	China	China	2016	8615	MAG: Hangzhou scatella stagnalis Solinvi-like virus 1 isolate QWXCFY55, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209723	MZ209723_Hangzhou_scatella_stagnalis_Solinvi-like_virus_1	MZ209723_Hangzhou_scatella_stagnalis_Solinvi-like_virus_1	Scatella stagnalis	Scatella	China	China	2016	8647	MAG: Hangzhou scatella stagnalis Solinvi-like virus 1 isolate SYFY106, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209773	MZ209773_Hubei_picorna-like_virus_55	MZ209773_Hubei_picorna-like_virus_55	Argiope bruennichi	Argiope	China	China	2016	9784	MAG: Hubei picorna-like virus 55 isolate YZZGZ273604, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209792	MZ209792_Hubei_picorna-like_virus_55	MZ209792_Hubei_picorna-like_virus_55	Tetragnatha nitens	Tetragnatha	China	China	2016	7252	MAG: Hubei picorna-like virus 55 isolate XXGZLJ139135, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ210036	MZ210036_Hubei_picorna-like_virus_55	MZ210036_Hubei_picorna-like_virus_55	Diaea subdola	Diaea	China	China	2017	7045	MAG: Hubei picorna-like virus 55 isolate XSZFS375, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209698	MZ209698_Hubei_picorna-like_virus_56	MZ209698_Hubei_picorna-like_virus_56	Orthetrum testaceum	Orthetrum	China	China	2016	6461	MAG: Hubei picorna-like virus 56 isolate HQFY1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209811	MZ209811_Guiyang_Solinvi-like_virus_3	MZ209811_Guiyang_Solinvi-like_virus_3	Argiope bruennichi	Argiope	China	China	2016	9904	MAG: Guiyang Solinvi-like virus 3 isolate ZZGZLJ46337, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ822095	MZ822095_Apis_picorna-like_virus_5	MZ822095_Apis_picorna-like_virus_5	Apis cerana	Apis	China	China: Yunnan	2019	10503	MAG: Apis picorna-like virus 5 isolate No14-Acc029-YN2019, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452304	MW452304_Riboviria_sp_	MW452304_Riboviria_sp.	Culicidae	Culicidae	China	China	2018	9681	Riboviria sp. strain YC616 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW208812	MW208812_Bactrocera_tryoni_picorna-like_virus_1	MW208812_Bactrocera_tryoni_picorna-like_virus_1	Bactrocera tryoni	Bactrocera	Australia	Australia	2018	8894	Bactrocera tryoni picorna-like virus 1 strain e polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT293133	MT293133_Soybean_thrips_Pernambuco_virus	MT293133_Soybean_thrips_Pernambuco_virus	NA	NA	USA	USA	2018	5160	Soybean thrips Pernambuco virus strain STN1 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN961270	MN961270_Aphis_citricidus_picorna-like_virus	MN961270_Aphis_citricidus_picorna-like_virus	Aphis citricidus	Aphis	China	China	2017	9916	Aphis citricidus picorna-like virus putative polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT681679	MT681679_Thika_virus	MT681679_Thika_virus	Apis mellifera	Apis	Ethiopia	Ethiopia: Ganta Afeshum	2017	6168	Thika virus isolate DH12-1 putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT681681	MT681681_Kilifi_Virus	MT681681_Kilifi_Virus	Apis mellifera	Apis	Ethiopia	Ethiopia: Ganta Afeshum	2017	8963	Kilifi Virus isolate DH12-2 putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN745079	MN745079_Bactrocera_dorsalis_picorna-like_virus	MN745079_Bactrocera_dorsalis_picorna-like_virus	NA	NA	China	China	2018	8883	Bactrocera dorsalis picorna-like virus strain BDPLV.abc4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138183	MT138183_Riboviria_sp_	MT138183_Riboviria_sp.	Dendrocopos leucotos	Dendrocopos	China	China	2018	10818	MAG: Riboviria sp. isolate wpk049rna01 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138202	MT138202_Riboviria_sp_	MT138202_Riboviria_sp.	Tarsiger cyanurus	Tarsiger	China	China	2018	10914	MAG: Riboviria sp. isolate rob180rna1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN933883	MN933883_Riboviria_sp_	MN933883_Riboviria_sp.	Phylloscopus proregulus	Phylloscopus	China	China	2018	6091	MAG: Riboviria sp. isolate plw155shi2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN933891	MN933891_Riboviria_sp_	MN933891_Riboviria_sp.	NA	NA	China	China	2018	9768	MAG: Riboviria sp. isolate war203shi2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT096527	MT096527_Hubei_picorna-like_virus_61	MT096527_Hubei_picorna-like_virus_61	NA	NA	Spain	Spain	2015	8681	MAG: Hubei picorna-like virus 61 isolate FTA2-5, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT096528	MT096528_Hubei_picorna-like_virus_63	MT096528_Hubei_picorna-like_virus_63	NA	NA	Spain	Spain	2015	8857	MAG: Hubei picorna-like virus 63 isolate FTA2-6, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784073	MN784073_Old_Port_virus	MN784073_Old_Port_virus	Arthropoda	Arthropoda	Australia	Australia: Port Douglas	2018	9562	Old Port virus strain OPTV 205553 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784074	MN784074_Old_Port_virus	MN784074_Old_Port_virus	Arthropoda	Arthropoda	Australia	Australia: Toowong	2018	9562	Old Port virus strain OPTV 205641 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784075	MN784075_Old_Port_virus	MN784075_Old_Port_virus	Arthropoda	Arthropoda	Australia	Australia: Port Douglas	2018	9561	Old Port virus strain OPTV 205551 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784076	MN784076_Old_Port_virus	MN784076_Old_Port_virus	Arthropoda	Arthropoda	Australia	Australia: Port Douglas	2018	9644	Old Port virus strain OPTV 205609 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784077	MN784077_Old_Port_virus	MN784077_Old_Port_virus	Arthropoda	Arthropoda	Australia	Australia: Port Douglas	2018	9699	Old Port virus strain OPTV 205608 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784078	MN784078_Warroolaba_Creek_virus_3	MN784078_Warroolaba_Creek_virus_3	Arthropoda	Arthropoda	Australia	Australia: Warrill View	2018	8513	Warroolaba Creek virus 3 strain WRCV3 205650 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661035	MN661035_Atrato_picorna-like_virus_1	MN661035_Atrato_picorna-like_virus_1	Anopheles sp.	Anopheles	Colombia	Colombia	2016	9579	Atrato picorna-like virus 1 strain An 1771-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661036	MN661036_Atrato_picorna-like_virus_1	MN661036_Atrato_picorna-like_virus_1	Psorophora albipes	Psorophora	Colombia	Colombia	2016	9404	Atrato picorna-like virus 1 strain Psal 1743-6 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH301282	MH301282_Acyrthosiphon_pisum_virus	MH301282_Acyrthosiphon_pisum_virus	Acyrthosiphon pisum	Acyrthosiphon	NA	NA	NA	9973	Acyrthosiphon pisum virus isolate APV-MT5h, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH301285	MH301285_Acyrthosiphon_pisum_virus	MH301285_Acyrthosiphon_pisum_virus	Acyrthosiphon pisum	Acyrthosiphon	NA	NA	NA	9984	Acyrthosiphon pisum virus isolate APV-YYC, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH301286	MH301286_Acyrthosiphon_pisum_virus	MH301286_Acyrthosiphon_pisum_virus	Acyrthosiphon pisum	Acyrthosiphon	NA	NA	NA	9969	Acyrthosiphon pisum virus isolate APV-MT, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH719200	MH719200_Solenopsis_invicta_virus_7	MH719200_Solenopsis_invicta_virus_7	Solenopsis invicta	Solenopsis	Argentina	Argentina	2014	10282	Solenopsis invicta virus 7 isolate Formosa, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH320558	MH320558_Kilifi_Virus	MH320558_Kilifi_Virus	Drosophila bipectinata	Drosophila	NA	NA	NA	8899	Kilifi Virus isolate SRR6161778_Dbip1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH703052	MH703052_Yongsan_picorna-like_virus_2	MH703052_Yongsan_picorna-like_virus_2	Aedes koreicus	Aedes	South Korea	South Korea: Yongsan	2016	9448	Yongsan picorna-like virus 2 strain 16-0131/ROK/2016 putative polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH703060	MH703060_Yongsan_picorna-like_virus_2	MH703060_Yongsan_picorna-like_virus_2	Culex inatomii	Culex	South Korea	South Korea: Humphreys	2016	9363	Yongsan picorna-like virus 2 strain 16-0305/ROK/2016 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF415875	MF415875_Hubei_picorna-like_virus_55	MF415875_Hubei_picorna-like_virus_55	Zea mays	Zea	Kenya	Kenya	2014	9869	Hubei picorna-like virus 55 hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG995704	MG995704_Bundaberg_bee_virus_8	MG995704_Bundaberg_bee_virus_8	Apis mellifera	Apis	Australia	Australia: Queensland	2014	8990	Bundaberg bee virus 8 isolate QLD-9 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH025821	MH025821_Thika_virus	MH025821_Thika_virus	Apis mellifera	Apis	Australia	Australia: Northern Territory	2014	5264	Thika virus isolate TV-AM-NT polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG775312	MG775312_HVAC-associated_RNA_virus_1	MG775312_HVAC-associated_RNA_virus_1	NA	NA	USA	USA: Colorado	2015	10612	HVAC-associated RNA virus 1 putative polyprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG647769	MG647769_Blacklegged_tick_picorna-like_virus_1	MG647769_Blacklegged_tick_picorna-like_virus_1	Ixodes scapularis	Ixodes	USA	USA	2016	2180	Blacklegged tick picorna-like virus 1 isolate RTS-98.1 polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF155030	MF155030_Milolii_virus	MF155030_Milolii_virus	Tapinoma melanocephalum	Tapinoma	USA	USA: Hawaii, Big Island	2012	10475	Milolii virus isolate Big Island Milolii 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883285	KX883285_Zhejiang_mosquito_virus_1	KX883285_Zhejiang_mosquito_virus_1	Culicidae	Culicidae	China	China	2013	9495	Zhejiang mosquito virus 1 strain 3mos6204 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883702	KX883702_Hubei_picorna-like_virus_60	KX883702_Hubei_picorna-like_virus_60	Tetragnatha maxillosa	Tetragnatha	China	China	2013	9260	Hubei picorna-like virus 60 strain SSZZ2616 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883943	KX883943_Changjiang_crawfish_virus_6	KX883943_Changjiang_crawfish_virus_6	Odonata	Odonata	China	China	2013	9674	Changjiang crawfish virus 6 strain QTM27188 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883976	KX883976_Changjiang_crawfish_virus_6	KX883976_Changjiang_crawfish_virus_6	Diptera	Diptera	China	China	2013	9567	Changjiang crawfish virus 6 strain SCM51510 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754504	KU754504_Machany_virus	KU754504_Machany_virus	Drosophila obscura	Drosophila	United Kingdom	United Kingdom	2011	4965	Machany virus putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR003803	KR003803_Drosophila_virus_JTM-2015	KR003803_Drosophila_virus_JTM-2015	Drosophila melanogaster	Drosophila	France	France	2012	1906	Drosophila virus JTM-2015 isolate Strasbourg segment partial RNA-dependent RNA polymerase RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969480	KP969480_Thika_virus	KP969480_Thika_virus	Drosophila simulans	Drosophila	South Africa	South Africa: Plettenberg	2010	4613	Thika virus isolate SAF60_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969481	KP969481_Thika_virus	KP969481_Thika_virus	Drosophila melanogaster	Drosophila	Portugal	Portugal: Lisbon	2012	4610	Thika virus isolate LIS02_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969482	KP969482_Thika_virus	KP969482_Thika_virus	Drosophila simulans	Drosophila	Portugal	Portugal: Porto	2012	4613	Thika virus isolate PORSIM07_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969483	KP969483_Thika_virus	KP969483_Thika_virus	Drosophila melanogaster	Drosophila	Kenya	Kenya: Mombassa	2011	4610	Thika virus isolate REEF24_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969484	KP969484_Thika_virus	KP969484_Thika_virus	Drosophila melanogaster	Drosophila	France	France: Montpellier	2010	4604	Thika virus isolate MON26_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969485	KP969485_Thika_virus	KP969485_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4767	Thika virus isolate ITH11_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969486	KP969486_Thika_virus	KP969486_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4529	Thika virus isolate IM09_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969487	KP969487_Thika_virus	KP969487_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4428	Thika virus isolate IM10_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969488	KP969488_Thika_virus	KP969488_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4428	Thika virus isolate IM14_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969489	KP969489_Thika_virus	KP969489_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4143	Thika virus isolate IM13_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969490	KP969490_Thika_virus	KP969490_Thika_virus	Drosophila simulans	Drosophila	Australia	Australia: Torquay	2011	4224	Thika virus isolate AUS20_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969491	KP969491_Thika_virus	KP969491_Thika_virus	Drosophila melanogaster	Drosophila	South Africa	South Africa: Plettenberg	2010	4218	Thika virus isolate SAF04_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969492	KP969492_Thika_virus	KP969492_Thika_virus	Drosophila	Drosophila	USA	USA: Ithaca, NY	2009	4143	Thika virus isolate IM19_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969494	KP969494_Thika_virus	KP969494_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4143	Thika virus isolate IM07_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969495	KP969495_Thika_virus	KP969495_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4218	Thika virus isolate IM18_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP969496	KP969496_Thika_virus	KP969496_Thika_virus	Drosophila melanogaster	Drosophila	USA	USA: Ithaca, NY	2009	4218	Thika virus isolate IM05_Thika putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
