nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NC_040510	NC_040510_Alphachrysovirus_zeae	NC_040510_Alphachrysovirus_zeae	NA	NA	USA	USA	1997	3713	Zea mays chrysovirus 1 strain 74 putative RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_040632	NC_040632_Gigaspora_margarita_giardia-like_virus_1	NC_040632_Gigaspora_margarita_giardia-like_virus_1	NA	NA	Italy	Italy	2015	4947	Gigaspora margarita giardia-like virus 1 isolate GmGlV1-BEG34, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_040633	NC_040633_Sogatella_furcifera_totivirus_1	NC_040633_Sogatella_furcifera_totivirus_1	Sogatella furcifera	Sogatella	China	China	2016	6310	Sogatella furcifera totivirus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_040704	NC_040704_Sogatella_furcifera_totivirus_2	NC_040704_Sogatella_furcifera_totivirus_2	Sogatella furcifera	Sogatella	China	China	2016	6303	Sogatella furcifera totivirus 2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_040738	NC_040738_Betachrysovirus_alternariae	NC_040738_Betachrysovirus_alternariae	Alternaria alternata	Alternaria	Japan	Japan:Aichi	1998	3647	Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_040775	NC_040775_Diatom_colony_associated_dsRNA_virus_12	NC_040775_Diatom_colony_associated_dsRNA_virus_12	NA	NA	Japan	Japan:Tokyo bay	2014	5941	Diatom colony associated dsRNA virus 12 genomic RNA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_038697	NC_038697_Scheffersomyces_segobiensis_virus_L	NC_038697_Scheffersomyces_segobiensis_virus_L	Scheffersomyces segobiensis	Scheffersomyces	USA	USA	2012	4590	Scheffersomyces segobiensis virus L isolate NRRL Y-11571, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_038698	NC_038698_Tuber_aestivum_virus_1	NC_038698_Tuber_aestivum_virus_1	Tuber aestivum	Tuber	Hungary	Hungary	2009	4587	Tuber aestivum virus 1 capsid protein and RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_038699	NC_038699_Xanthophyllomyces_dendrorhous_virus_L1B	NC_038699_Xanthophyllomyces_dendrorhous_virus_L1B	Phaffia rhodozyma	Phaffia	NA	NA	NA	4619	Xanthophyllomyces dendrorhous virus L1b capsid protein (CP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_038778	NC_038778_Alphachrysovirus_cryphonectriae	NC_038778_Alphachrysovirus_cryphonectriae	Cryphonectria nitschkei	Cryphonectria	NA	NA	2001	2978	Cryphonectria nitschkei chrysovirus 1 from Cryphonectria nitschkei BS122 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_038784	NC_038784_Alphachrysovirus_verticillii	NC_038784_Alphachrysovirus_verticillii	Verticillium dahliae	Verticillium	China	China	2010	3594	Verticillium dahliae chrysovirus 1 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_038872	NC_038872_Alphachrysovirus_aspergilli	NC_038872_Alphachrysovirus_aspergilli	NA	NA	United Kingdom	United Kingdom:London	2006	3560	Aspergillus fumigatus chrysovirus segment 1, complete sequence, isolate A-56, genomic RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_036589	NC_036589_Maize-associated_totivirus_3	NC_036589_Maize-associated_totivirus_3	Zea mays	Zea	Ethiopia	Ethiopia	2014	4990	Maize-associated totivirus 3 isolate ANETF3S2 gag-pol-like fusion protein, RNA-dependent RNA polymerase, and coat protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_035674	NC_035674_Australian_Anopheles_totivirus	NC_035674_Australian_Anopheles_totivirus	Anopheles hinesorum	Anopheles	Australia	Australia: Cairns	2005	6203	Australian Anopheles totivirus isolate AATV 150840, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_035130	NC_035130_Aedes_alboannulatus_toti-like_virus_1	NC_035130_Aedes_alboannulatus_toti-like_virus_1	Ochlerotatus camptorhynchus	Ochlerotatus	Australia	Australia: South Guildford	2015	6363	Aedes alboannulatus toti-like virus 1 strain mosWSCP114121, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_035131	NC_035131_Aedes_camptorhynchus_toti-like_virus_1	NC_035131_Aedes_camptorhynchus_toti-like_virus_1	Ochlerotatus camptorhynchus	Ochlerotatus	Australia	Australia: Point Douro	2015	6363	Aedes camptorhynchus toti-like virus 1 strain mos172CP87493, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_034268	NC_034268_Betachrysovirus_botryosphaeriae	NC_034268_Betachrysovirus_botryosphaeriae	Botryosphaeria dothidea	Botryosphaeria	China	China	2007	3528	Botryosphaeria dothidea chrysovirus 1 strain G1 segment 1 putative RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033719	NC_033719_Xingshan_nematode_virus_6	NC_033719_Xingshan_nematode_virus_6	Nematoda	Nematoda	China	China	2014	6527	Xingshan nematode virus 6 strain XSNXC32793 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033465	NC_033465_Wuhan_insect_virus_26	NC_033465_Wuhan_insect_virus_26	Insecta	Insecta	China	China	2013	4571	Wuhan insect virus 26 strain WHZM10161 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033466	NC_033466_Wuhan_insect_virus_28	NC_033466_Wuhan_insect_virus_28	Insecta	Insecta	China	China	2013	6718	Wuhan insect virus 28 strain WHZM10169 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033467	NC_033467_Wuhan_insect_virus_31	NC_033467_Wuhan_insect_virus_31	Insecta	Insecta	China	China	2013	7404	Wuhan insect virus 31 strain WHZM10182 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033468	NC_033468_Wuhan_insect_virus_27	NC_033468_Wuhan_insect_virus_27	Insecta	Insecta	China	China	2013	4605	Wuhan insect virus 27 strain WHZM10130 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033415	NC_033415_Trichoderma_atroviride_mycovirus	NC_033415_Trichoderma_atroviride_mycovirus	Trichoderma atroviride	Trichoderma	South Korea	South Korea	2015	8566	Trichoderma atroviride mycovirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032733	NC_032733_Hubei_toti-like_virus_10	NC_032733_Hubei_toti-like_virus_10	Culicidae	Culicidae	China	China	2013	7081	Hubei toti-like virus 10 strain 3mos6210 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032734	NC_032734_Hubei_toti-like_virus_2	NC_032734_Hubei_toti-like_virus_2	Arthropoda	Arthropoda	China	China	2013	4958	Hubei toti-like virus 2 strain arthropodmix13450 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032746	NC_032746_Beihai_uca_arcuata_virus_1	NC_032746_Beihai_uca_arcuata_virus_1	Leptuca	Leptuca	China	China	2014	6381	Beihai uca arcuata virus 1 strain BFZCX5633 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032786	NC_032786_Beihai_victori-like_virus_1	NC_032786_Beihai_victori-like_virus_1	Ensis minor	Ensis	China	China	2014	4755	Beihai victori-like virus 1 strain BHZC37363 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032806	NC_032806_Hubei_toti-like_virus_20	NC_032806_Hubei_toti-like_virus_20	Hexapoda	Hexapoda	China	China	2013	7804	Hubei toti-like virus 20 strain CC62244 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032819	NC_032819_Hubei_toti-like_virus_21	NC_032819_Hubei_toti-like_virus_21	Hexapoda	Hexapoda	China	China	2013	6659	Hubei toti-like virus 21 strain CC64629 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032831	NC_032831_Hubei_toti-like_virus_12	NC_032831_Hubei_toti-like_virus_12	Nematoda	Nematoda	China	China	2014	5336	Hubei toti-like virus 12 strain HC21305 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032841	NC_032841_Beihai_toti-like_virus_4	NC_032841_Beihai_toti-like_virus_4	Merostomata	Merostomata	China	China	2014	6618	Beihai toti-like virus 4 strain HOU154008 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032878	NC_032878_Hubei_toti-like_virus_13	NC_032878_Hubei_toti-like_virus_13	Odonata	Odonata	China	China	2013	6293	Hubei toti-like virus 13 strain QTM25941 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032883	NC_032883_Hubei_toti-like_virus_9	NC_032883_Hubei_toti-like_virus_9	Odonata	Odonata	China	China	2013	3615	Hubei toti-like virus 9 strain QTM27092 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032902	NC_032902_Hubei_diptera_virus_22	NC_032902_Hubei_diptera_virus_22	Diptera	Diptera	China	China	2013	7691	Hubei diptera virus 22 strain SCM45279 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032919	NC_032919_Hubei_toti-like_virus_15	NC_032919_Hubei_toti-like_virus_15	Diptera	Diptera	China	China	2013	5859	Hubei toti-like virus 15 strain SCM51462 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032924	NC_032924_Hubei_toti-like_virus_16	NC_032924_Hubei_toti-like_virus_16	Araneae	Araneae	China	China	2013	6754	Hubei toti-like virus 16 strain spider123775 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032938	NC_032938_Hubei_toti-like_virus_24	NC_032938_Hubei_toti-like_virus_24	Ixodida	Ixodida	China	China	2013	5595	Hubei toti-like virus 24 strain tick106628 hypothetical protein and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032942	NC_032942_Hubei_toti-like_virus_17	NC_032942_Hubei_toti-like_virus_17	Ixodida	Ixodida	China	China	2013	6761	Hubei toti-like virus 17 strain tick107859 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032954	NC_032954_Hubei_toti-like_virus_5	NC_032954_Hubei_toti-like_virus_5	Nematoda	Nematoda	China	China	2014	7505	Hubei toti-like virus 5 strain WHSWHC37547 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033022	NC_033022_Wenzhou_crab_virus_5	NC_033022_Wenzhou_crab_virus_5	Charybdis	Charybdis	China	China	2013	8691	Wenzhou crab virus 5 strain WZRBX37749 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, hypothetical protein 4, and hypothetical protein 5 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033277	NC_033277_Alphachrysovirus_isariae	NC_033277_Alphachrysovirus_isariae	Cordyceps javanica	Cordyceps	Czech Republic	Czech Republic	2015	3593	Isaria javanica chrysovirus 1 isolate IjCV-1 RNA-dependent RNA polymerase (RdRp) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032540	NC_032540_Beihai_razor_shell_virus_4	NC_032540_Beihai_razor_shell_virus_4	Ensis minor	Ensis	China	China	2014	7927	Beihai razor shell virus 4 strain BHZC37363 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032566	NC_032566_Beihai_sesarmid_crab_virus_7	NC_032566_Beihai_sesarmid_crab_virus_7	Sesarmidae	Sesarmidae	China	China	2014	8045	Beihai sesarmid crab virus 7 strain SCJXSX14567 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032413	NC_032413_Beihai_barnacle_virus_15	NC_032413_Beihai_barnacle_virus_15	Thoracica	Thoracica	China	China	2014	7382	Beihai barnacle virus 15 strain BHTH16139 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032465	NC_032465_Beihai_blue_swimmer_crab_virus_3	NC_032465_Beihai_blue_swimmer_crab_virus_3	Portunus pelagicus	Portunus	China	China	2014	4998	Beihai blue swimmer crab virus 3 strain YYSZX17757 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_030398	NC_030398_Maize-associated_totivirus_2	NC_030398_Maize-associated_totivirus_2	Zea mays	Zea	Ecuador	Ecuador	2015	4998	Maize-associated totivirus 2 isolate EC_Portoviejo, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_029312	NC_029312_Camponotus_nipponicus_virus	NC_029312_Camponotus_nipponicus_virus	Colobopsis nipponica	Colobopsis	Japan	Japan: Shizuoka, Shimoda	2014	5713	Camponotus nipponicus virus genes for capsid protein, RdRp, complete cds, strain: SS-2014a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_029302	NC_029302_Piscine_myocarditis-like_virus	NC_029302_Piscine_myocarditis-like_virus	Notemigonus crysoleucas	Notemigonus	USA	USA	2014	6038	Piscine myocarditis-like virus isolate Golden shiner/PMCLV/USA/MN/2014, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028481	NC_028481_Red_clover_powdery_mildew-associated_totivirus_2	NC_028481_Red_clover_powdery_mildew-associated_totivirus_2	Erysiphe trifoliorum	Erysiphe	Japan	Japan: Okayama	2013	4178	Red clover powdery mildew-associated totivirus 2 CP, RdRp genes for capsid protein, RNA dependent RNA polymerase, complete cds, isolate: RPaTV2_75-52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028483	NC_028483_Red_clover_powdery_mildew-associated_totivirus_3	NC_028483_Red_clover_powdery_mildew-associated_totivirus_3	Erysiphe trifoliorum	Erysiphe	Japan	Japan: Okayama	2013	4784	Red clover powdery mildew-associated totivirus 3 genomic RNA, complete genome, isolate: RPaTV3_75-77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028485	NC_028485_Red_clover_powdery_mildew-associated_totivirus_5	NC_028485_Red_clover_powdery_mildew-associated_totivirus_5	Erysiphe trifoliorum	Erysiphe	Japan	Japan: Okayama	2013	5056	Red clover powdery mildew-associated totivirus 5 genomic RNA, complete genome, isolate: RPaTV5_75-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028486	NC_028486_Red_clover_powdery_mildew-associated_totivirus_6	NC_028486_Red_clover_powdery_mildew-associated_totivirus_6	Erysiphe trifoliorum	Erysiphe	Japan	Japan: Okayama	2013	5007	Red clover powdery mildew-associated totivirus 6 genomic RNA, complete genome, isolate: RPaTV6_75-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028488	NC_028488_Red_clover_powdery_mildew-associated_totivirus_7	NC_028488_Red_clover_powdery_mildew-associated_totivirus_7	Erysiphe trifoliorum	Erysiphe	Japan	Japan: Okayama	2013	4942	Red clover powdery mildew-associated totivirus 7 genomic RNA, complete genome, isolate: RPaTV7_75-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028490	NC_028490_Red_clover_powdery_mildew-associated_totivirus_9	NC_028490_Red_clover_powdery_mildew-associated_totivirus_9	Erysiphe trifoliorum	Erysiphe	Japan	Japan: Okayama	2013	5997	Red clover powdery mildew-associated totivirus 9 gene for polyprotein, complete cds, isolate: RPaTV9_85-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028495	NC_028495_Betachrysovirus_pripenicillii	NC_028495_Betachrysovirus_pripenicillii	Penicillium janczewskii	Penicillium	Italy	Italy	2014	3698	Penicillium janczewskii chrysovirus 1 RNA 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_027563	NC_027563_Betachrysovirus_foxyspori	NC_027563_Betachrysovirus_foxyspori	Fusarium oxysporum f. sp. dianthi	Fusarium	Spain	Spain	2008	3555	Fusarium oxysporum f. sp. dianthi mycovirus 1 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_027212	NC_027212_Camponotus_yamaokai_virus	NC_027212_Camponotus_yamaokai_virus	Camponotus yamaokai	Camponotus	Japan	Japan: Tokyo, Hachioji	2013	5704	Camponotus yamaokai virus genomic RNA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_027138	NC_027138_Sclerotinia_sclerotiorum_botybirnavirus_1	NC_027138_Sclerotinia_sclerotiorum_botybirnavirus_1	Sclerotinia sclerotiorum	Sclerotinia	China	China	NA	6457	Sclerotinia sclerotiorum botybirnavirus 1 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_023983	NC_023983_Persimmon_latent_virus	NC_023983_Persimmon_latent_virus	Diospyros kaki	Diospyros	Japan	Japan:Hiroshima	NA	7475	Persimmon latent virus genomic RNA, complete genome, clone: Kaki13-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_023041	NC_023041_Magnaporthe_oryzae_chrysovirus_1	NC_023041_Magnaporthe_oryzae_chrysovirus_1	Pyricularia oryzae	Pyricularia	Viet Nam	Viet Nam	2002	3558	Magnaporthe oryzae chrysovirus 1 B RdRp gene for RNA dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_020903	NC_020903_Xanthophyllomyces_dendrorhous_virus_L1A	NC_020903_Xanthophyllomyces_dendrorhous_virus_L1A	Phaffia rhodozyma	Phaffia	NA	NA	NA	4655	Xanthophyllomyces dendrorhous virus L1A capsid protein (CP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_017990	NC_017990_Botrytis_porri_botybirnavirus_1	NC_017990_Botrytis_porri_botybirnavirus_1	Botrytis porri	Botrytis	China	China	2008	6215	Botrytis porri RNA virus 1 RNA 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_015639	NC_015639_Piscine_myocarditis_virus_AL_V-708	NC_015639_Piscine_myocarditis_virus_AL_V-708	Salmo salar	Salmo	Norway	Norway	2007	6688	Piscine myocarditis virus AL V-708, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_014462	NC_014462_Magnaporthe_oryzae_chrysovirus_1	NC_014462_Magnaporthe_oryzae_chrysovirus_1	Pyricularia oryzae	Pyricularia	Viet Nam	Viet Nam	2002	3554	Magnaporthe oryzae chrysovirus 1-A RdRp gene for RNA dependent RNA polymerase, complete cds, segment 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_014359	NC_014359_Spissistilus_festinus_virus_1	NC_014359_Spissistilus_festinus_virus_1	Spissistilus festinus	Spissistilus	USA	USA: Traver, CA	2008	7951	Spissistilus festinus virus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_009947	NC_009947_Alphachrysovirus_cerasi	NC_009947_Alphachrysovirus_cerasi	Fungi	Fungi	Turkey	Turkey	NA	3399	Amasya cherry disease associated chrysovirus segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_007539	NC_007539_Alphachrysovirus_penicillii	NC_007539_Alphachrysovirus_penicillii	Penicillium chrysogenum	Penicillium	NA	NA	NA	3562	Penicillium chrysogenum virus segment 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_005978	NC_005978_Helminthosporium_victoriae_145S_virus	NC_005978_Helminthosporium_victoriae_145S_virus	NA	NA	NA	NA	NA	3612	Helminthosporium victoriae 145S virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_002701	NC_002701_Eimeria_brunetti_RNA_virus_1	NC_002701_Eimeria_brunetti_RNA_virus_1	NA	NA	NA	NA	NA	5358	Eimeria brunetti RNA virus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_001641	NC_001641_Saccharomyces_cerevisiae_virus_LBCLa	NC_001641_Saccharomyces_cerevisiae_virus_LBCLa	Saccharomyces cerevisiae	Saccharomyces	NA	NA	NA	4615	Saccharomyces cerevisiae virus L-BC (La), complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
