nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
MW699044	MW699044_Alphamesonivirus_1	MW699044_Alphamesonivirus_1	Culicidae	Culicidae	Belgium	Belgium	2019	20145	Alphamesonivirus 1 isolate AV1_Leuven_Pool1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC609729	LC609729_Alphamesonivirus_1	LC609729_Alphamesonivirus_1	Culicidae	Culicidae	China	China:Sichuan	2018	2301	Nam Dinh virus SC1502 gene for RNA-dependent RNA polymerase, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT070763	MT070763_Alphamesonivirus_11	MT070763_Alphamesonivirus_11	Culex	Culex	China	China	2017	20949	Yichang virus isolate CQFD2017, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN961271	MN961271_Tocinivirus_aphisi	MN961271_Tocinivirus_aphisi	Aphis citricidus	Aphis	China	China	2017	20336	Aphis citricidus meson-like virus putative OFR1a, putative OFR1ab, hypothetical protein, and putative OFR2a genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT514348	MT514348_Alphamesonivirus_1	MT514348_Alphamesonivirus_1	NA	NA	Australia	Australia	2014	20126	Nam Dinh virus isolate DC60042, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT514349	MT514349_Alphamesonivirus_1	MT514349_Alphamesonivirus_1	NA	NA	Australia	Australia	2014	20116	Nam Dinh virus isolate DC59899, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT514350	MT514350_Alphamesonivirus_1	MT514350_Alphamesonivirus_1	NA	NA	Australia	Australia	2014	20103	Nam Dinh virus isolate DC59801, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT514351	MT514351_Alphamesonivirus_1	MT514351_Alphamesonivirus_1	NA	NA	Australia	Australia	2013	20127	Nam Dinh virus isolate 179853, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN714662	MN714662_Insemevirus_tami	MN714662_Insemevirus_tami	Thrips tabaci	Thrips	Italy	Italy	2018	18939	Insect mesonivirus 1 isolate Ttameso1 hypothetical protein, putative replicase, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN714663	MN714663_Tofonivirus_foami	MN714663_Tofonivirus_foami	Frankliniella occidentalis	Frankliniella	Italy	Italy	2018	19113	Frankliniella occidentalis associated mesonivirus 1 isolate Foameso1 hypothetical protein, putative replicase, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN745093	MN745093_Bradybaena_similaris_medionivirus	MN745093_Bradybaena_similaris_medionivirus	Bradybaena similaris	Bradybaena	China	China	2017	18565	Bradybaena similaris medionivirus strain BSMV.abc10, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN609865	MN609865_Leveillula_taurica_associated_alphamesonivirus_1	MN609865_Leveillula_taurica_associated_alphamesonivirus_1	NA	NA	Italy	Italy	2018	8626	Leveillula taurica associated alphamesonivirus 1 isolate PM-A_DN27848 putative helicase gene, partial cds; and hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN609866	MN609866_Leveillula_taurica_associated_alphamesonivirus_1	MN609866_Leveillula_taurica_associated_alphamesonivirus_1	NA	NA	Italy	Italy	2018	9709	Leveillula taurica associated alphamesonivirus 1 isolate Eav12 putative peptidase and putative RdRp genes, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN101550	MN101550_Alphamesonivirus_1	MN101550_Alphamesonivirus_1	Aedes albopictus	Aedes	Brazil	Brazil	2017	20194	Alphamesonivirus 1 isolate Salvador, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT096515	MT096515_Alphamesonivirus_1	MT096515_Alphamesonivirus_1	NA	NA	Spain	Spain	2015	20053	MAG: Alphamesonivirus 1 isolate FTA1-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC497421	LC497421_Alphamesonivirus_1	LC497421_Alphamesonivirus_1	Aedes aegypti	Aedes	Ghana	Ghana: Accra	2015	20111	Cavally virus 15AC27 RNA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC497422	LC497422_Odorna_virus	LC497422_Odorna_virus	Aedes aegypti	Aedes	Ghana	Ghana:Accra	2016	18305	Odorna virus 16GH83 genes for pp1a polyprotein, pp1b polyprotein, putative spike protein, putative nucleocapsid protein, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440619	MK440619_Alphamesonivirus_1	MK440619_Alphamesonivirus_1	Culex	Culex	Sweden	Sweden	2009	20221	Nam Dinh virus isolate OTU1 hypothetical protein, RNA-dependent RNA polymerase, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH719099	MH719099_Alphamesonivirus_1	MH719099_Alphamesonivirus_1	Culex quinquefasciatus	Culex	Mexico	Mexico	2008	20149	Houston virus isolate HOUV-M742, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188022	MH188022_Alphamesonivirus_1	MH188022_Alphamesonivirus_1	Culex	Culex	USA	USA	2016	20025	Houston virus strain HV/Fresno, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188023	MH188023_Alphamesonivirus_1	MH188023_Alphamesonivirus_1	Culex	Culex	USA	USA	2016	20192	Houston virus strain HV/Solano, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH215275	MH215275_Alphamesonivirus_1	MH215275_Alphamesonivirus_1	Uranotaenia unguiculata	Uranotaenia	Austria	Austria	2016	19726	Alphamesonivirus 1 isolate Ur19p2, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH520100	MH520100_Alphamesonivirus_1	MH520100_Alphamesonivirus_1	Culex pipiens	Culex	South Korea	South Korea: Yongsan	2016	20089	Alphamesonivirus 1 strain A16.2707/ROK/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH520101	MH520101_Alphamesonivirus_1	MH520101_Alphamesonivirus_1	Culex pipiens	Culex	South Korea	South Korea: Yongsan	2016	20089	Alphamesonivirus 1 strain 16-0986/ROK/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH520103	MH520103_Alphamesonivirus_1	MH520103_Alphamesonivirus_1	Culex pipiens	Culex	South Korea	South Korea: Yongsan	2016	20074	Alphamesonivirus 1 strain 16-0963/ROK/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH520106	MH520106_Alphamesonivirus_1	MH520106_Alphamesonivirus_1	Culex pipiens	Culex	South Korea	South Korea: Yongsan	2016	20041	Alphamesonivirus 1 strain 16-0204/ROK/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH443059	MH443059_Alphamesonivirus_1	MH443059_Alphamesonivirus_1	Culex quinquefasciatus	Culex	Mexico	Mexico	2017	20139	Houston virus isolate Hou-Yuc17, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF158348	MF158348_Bontang_Baru_virus	MF158348_Bontang_Baru_virus	Culex vishnui	Culex	Indonesia	Indonesia	1981	20751	Bontang Baru virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY369959	KY369959_Alphamesonivirus_11	KY369959_Alphamesonivirus_11	Culex	Culex	China	China	2015	20949	Yichang virus isolate HB-MLV, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF281710	MF281710_Alphamesonivirus_1	MF281710_Alphamesonivirus_1	Culex pipiens	Culex	Italy	Italy	2008	20088	Alphamesonivirus 1 strain pool 11/2008 ORF1, ORF2, and ORF3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176279	MF176279_Alphamesonivirus_1	MF176279_Alphamesonivirus_1	Culex australicus	Culex	Australia	Australia: Point Douro	2015	20113	Alphamesonivirus 1 Ngewotan strain mos172X93828, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU095838	KU095838_Alphamesonivirus_1	KU095838_Alphamesonivirus_1	Culex pipiens	Culex	South Korea	South Korea: Tongilchon	2012	20090	Alphamesonivirus 1 strain A12.2520/ROK/2012, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ475851	KJ475851_Alphamesonivirus_1	KJ475851_Alphamesonivirus_1	Culex quinquefasciatus	Culex	USA	USA: San Patricio County, Texas	2004	19636	UNVERIFIED: Nam Dinh virus strain AR4867, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807166	KC807166_Alphamesonivirus_1	KC807166_Alphamesonivirus_1	Culex vishnui	Culex	Indonesia	Indonesia: East Kalimantan	1981	20768	Bontang virus strain JKT7774, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807167	KC807167_Alphamesonivirus_1	KC807167_Alphamesonivirus_1	Culex tritaeniorhynchus	Culex	Indonesia	Indonesia: Cilacap	1981	20772	Bontang virus strain JKT9853, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807170	KC807170_Alphamesonivirus_1	KC807170_Alphamesonivirus_1	Culex vishnui	Culex	Indonesia	Indonesia: Ngewotan	1981	20149	Alphamesonivirus 1 Ngewotan strain JKT9982, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807172	KC807172_Alphamesonivirus_1	KC807172_Alphamesonivirus_1	Culicidae	Culicidae	Thailand	Thailand	1984	20343	Kamphang Phet virus strain KP84-0156, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807174	KC807174_Alphamesonivirus_1	KC807174_Alphamesonivirus_1	Culicidae	Culicidae	Thailand	Thailand	1984	20337	Kamphang Phet virus strain KP84-0344, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807175	KC807175_Alphamesonivirus_1	KC807175_Alphamesonivirus_1	Culex quinquefasciatus	Culex	USA	USA: Houston, TX.	2004	20147	Houston virus strain V3872, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807176	KC807176_Alphamesonivirus_1	KC807176_Alphamesonivirus_1	Culex quinquefasciatus	Culex	USA	USA: Houston, TX.	2004	20166	Houston virus strain V3982, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807177	KC807177_Alphamesonivirus_1	KC807177_Alphamesonivirus_1	Aedes albopictus	Aedes	USA	USA: Houston, TX.	2010	20149	Houston virus strain 16740, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC807178	KC807178_Alphamesonivirus_1	KC807178_Alphamesonivirus_1	Aedes albopictus	Aedes	USA	USA: Houston, TX.	2010	20149	Houston virus strain 16757, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF771866	KF771866_Alphamesonivirus_1	KF771866_Alphamesonivirus_1	Culicidae	Culicidae	China	China	2009	20128	Nam Dinh virus isolate NDiV-NJ8-09, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF522691	KF522691_Alphamesonivirus_1	KF522691_Alphamesonivirus_1	Culex quinquefasciatus	Culex	China	China	2011	20130	Nam Dinh virus isolate SZ11706Z, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC768950	KC768950_Moumo_virus	KC768950_Moumo_virus	Culicidae	Culicidae	Cote d'Ivoire	Cote d'Ivoire	2004	7985	Moumo virus strain C88/CI/2004 polyprotein 1ab, putative spike protein, and putative nucleocapsid protein genes, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ996712	JQ996712_Alphamesonivirus_1	JQ996712_Alphamesonivirus_1	Culex quinquefasciatus	Culex	China	China: Shenzhen	2011	2286	Nam Dinh virus isolate SZ10618Z RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ996713	JQ996713_Alphamesonivirus_1	JQ996713_Alphamesonivirus_1	Culex quinquefasciatus	Culex	China	China: Shenzhen	2011	2301	Nam Dinh virus isolate SZ11706Z RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ996714	JQ996714_Alphamesonivirus_1	JQ996714_Alphamesonivirus_1	Culex quinquefasciatus	Culex	China	China: Shenzhen	2011	2302	Nam Dinh virus isolate SZ11714Z RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ996715	JQ996715_Alphamesonivirus_1	JQ996715_Alphamesonivirus_1	Culex quinquefasciatus	Culex	China	China: Shenzhen	2011	2298	Nam Dinh virus isolate SZ11826Z RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM746600	HM746600_Alphamesonivirus_1	HM746600_Alphamesonivirus_1	Ochlerotatus harrisoni	Ochlerotatus	Cote d'Ivoire	Cote d'Ivoire	2004	20128	Cavally virus isolate C79, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Nam_Dinh_virus_F1576C2C25945C25414C25622C8C26117C15F1576	Nam_Dinh_virus_F1576C2C25945C25414C25622C8C26117C15F1576	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2C25945C25414C25622C8C26117C15	F1576	F1576	F1576_NODE_2_length_14073_cov_9898.004851_2	F1576_NODEs_2_25945_25414_25622_8_26117_15_chimera	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
