nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
OK666840	OK666840_Cypovirus_4	OK666840_Cypovirus_4	Antheraea mylitta	Antheraea	India	India	NA	360	Antheraea mylitta cypovirus 4 segment 2 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019976	OP019976_Ilomantsi_reovirus_1	OP019976_Ilomantsi_reovirus_1	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Lappi, Utsjoki	2015	4321	MAG: Ilomantsi reovirus 1 isolate FIN/L-2018/88 putative RNA dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019977	OP019977_Ilomantsi_reovirus_1	OP019977_Ilomantsi_reovirus_1	Ochlerotatus diantaeus	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	4304	MAG: Ilomantsi reovirus 1 isolate FIN/PK-2018/63 putative RNA dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019979	OP019979_Ilomantsi_reovirus_1	OP019979_Ilomantsi_reovirus_1	Ochlerotatus intrudens	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	4309	MAG: Ilomantsi reovirus 1 isolate FIN/PK-2018/80 putative RNA dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019981	OP019981_Ilomantsi_reovirus_2	OP019981_Ilomantsi_reovirus_2	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	1608	MAG: Ilomantsi reovirus 2 isolate FIN/PK-2018/41 Partial RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019982	OP019982_Ilomantsi_reovirus_2	OP019982_Ilomantsi_reovirus_2	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Joensuu	2015	1529	MAG: Ilomantsi reovirus 2 isolate FIN/PK-2018/77-1 Partial RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019983	OP019983_Ilomantsi_reovirus_2	OP019983_Ilomantsi_reovirus_2	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Joensuu	2015	1472	MAG: Ilomantsi reovirus 2 isolate FIN/PK-2018/77-2 Partial RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019984	OP019984_Ilomantsi_reovirus_3	OP019984_Ilomantsi_reovirus_3	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	1179	MAG: Ilomantsi reovirus 3 isolate FIN/PK-2018/41 Partial RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP019985	OP019985_Ilomantsi_reovirus_4	OP019985_Ilomantsi_reovirus_4	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Joensuu	2015	4262	MAG: Ilomantsi reovirus 4 isolate FIN/PK-2018/77 putative RNA dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700065	OL700065_Hubei_reo-like_virus_12	OL700065_Hubei_reo-like_virus_12	Anopheles sinensis	Anopheles	China	China: Yunnan	2018	4400	MAG: Hubei reo-like virus 12 isolate XY24728 RNA-dependent RNA polymerase mRNA, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700066	OL700066_Hubei_reo-like_virus_7	OL700066_Hubei_reo-like_virus_7	Culex pipiens	Culex	China	China: Yunnan	2018	3703	MAG: Hubei reo-like virus 7 isolate XY13255 RNA-dependent RNA polymerase mRNA, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700067	OL700067_Hubei_tetragnatha_maxillosa_virus_9	OL700067_Hubei_tetragnatha_maxillosa_virus_9	Culex pipiens	Culex	China	China: Yunnan	2018	1562	MAG: Hubei tetragnatha maxillosa virus 9 isolate XY47724 RNA-dependent RNA polymerase mRNA, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON783658	ON783658_Cypovirus_4	ON783658_Cypovirus_4	Antheraea assamensis	Antheraea	India	India	2018	3787	Antheraea assamensis cypovirus 4 strain AaCPV4 segment 2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON304037	ON304037_Avian_associated_reo-like_virus_2	ON304037_Avian_associated_reo-like_virus_2	Turdus merula	Turdus	New Zealand	New Zealand: South Island	2020	2822	Avian associated reo-like virus 2 isolate TUME RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON304040	ON304040_Avian_associated_reo-like_virus_5	ON304040_Avian_associated_reo-like_virus_5	Petroica australis	Petroica	New Zealand	New Zealand: South Island	2020	484	Avian associated reo-like virus 5 isolate PEAU RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON304041	ON304041_Avian_associated_reo-like_virus_6	ON304041_Avian_associated_reo-like_virus_6	Petroica australis	Petroica	New Zealand	New Zealand: South Island	2020	308	Avian associated reo-like virus 6 isolate PEAU RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM650314	OM650314_Halyomorpha_halys_reo-like_associated_virus_1	OM650314_Halyomorpha_halys_reo-like_associated_virus_1	Halyomorpha halys	Halyomorpha	Italy	Italy	2019	2143	Halyomorpha halys reo-like associated virus 1 isolate CREA/HhRlV1 segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW584281	MW584281_Cypovirus_sp_	MW584281_Cypovirus_sp.	Thaumetopoea pityocampa	Thaumetopoea	Portugal	Portugal	2012	3697	Cypovirus sp. isolate TR92789_c0_g2_i1 putative RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL774553	OL774553_Cypovirus_1	OL774553_Cypovirus_1	Dendrolimus sibiricus	Dendrolimus	Russia	Russia	NA	3853	Cypovirus 1 strain DsCPV-1 segment 2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL569514	OL569514_Panacromy_virus_1	OL569514_Panacromy_virus_1	Acromyrmex	Acromyrmex	Panama	Panama	2015	2782	Panacromy virus 1 isolate isisofg segment 3 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL569519	OL569519_Corattcep_virus_2	OL569519_Corattcep_virus_2	Atta cephalotes	Atta	Costa Rica	Costa Rica	2018	3790	Corattcep virus 2 isolate ldw/lfzgw segment 3 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL569531	OL569531_Corcyphos_virus_3	OL569531_Corcyphos_virus_3	Cyphomyrmex	Cyphomyrmex	Costa Rica	Costa Rica	2019	3569	Corcyphos virus 3 isolate cyw segment 3, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL569534	OL569534_Corparats_virus_1	OL569534_Corparats_virus_1	Paratrachymyrmex	Paratrachymyrmex	Costa Rica	Costa Rica	2019	3856	Corparats virus 1 isolate trq segment 3, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310321	MW310321_Bactrocera_dorsalis_orbivirus	MW310321_Bactrocera_dorsalis_orbivirus	Bactrocera dorsalis	Bactrocera	China	China	2019	4021	Bactrocera dorsalis orbivirus isolate CQ-Bd-V10 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310342	MW310342_Bactrocera_dorsalis_orbivirus_isolate_Zt	MW310342_Bactrocera_dorsalis_orbivirus_isolate_Zt	Zeugodacus tau	Zeugodacus	China	China	2019	4009	Bactrocera dorsalis orbivirus isolate Zt isolate CQ-Zt-V3 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310354	MW310354_Bactrocera_dorsalis_orbivirus_isolate_Zc	MW310354_Bactrocera_dorsalis_orbivirus_isolate_Zc	Zeugodacus cucurbitae	Zeugodacus	China	China	2019	4039	Bactrocera dorsalis orbivirus isolate Zc isolate CQ-Zc-V6 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310378	MW310378_Bactrocera_dorsalis_orbivirus_isolate_Bt	MW310378_Bactrocera_dorsalis_orbivirus_isolate_Bt	Bactrocera tryoni	Bactrocera	China	China	2019	3950	Bactrocera dorsalis orbivirus isolate Bt isolate Bt-V2 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM743941	OM743941_Clear_Lake_virus	OM743941_Clear_Lake_virus	Culex tarsalis	Culex	USA	USA	2020	4330	Clear Lake virus isolate ClLaV-2020 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM817550	OM817550_Umatilla_virus	OM817550_Umatilla_virus	Culex tarsalis	Culex	USA	USA	2020	3826	Umatilla virus isolate UMAV-2020 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM421672	OM421672_Reovirus_sp_	OM421672_Reovirus_sp.	Dermolepida albohirtum	Dermolepida	Australia	Australia	2020	4076	MAG: Reovirus sp. isolate Mackay hypothetical protein 1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218325	MZ218325_Reoviridae_sp_	MZ218325_Reoviridae_sp.	NA	NA	China	China	NA	2253	MAG: Reoviridae sp. isolate s43-k141_691879 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218353	MZ218353_Cypovirus_sp_	MZ218353_Cypovirus_sp.	NA	NA	China	China	NA	3684	MAG: Cypovirus sp. isolate s80-k141_1080669 segment RNA2 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218363	MZ218363_Cypovirus_sp_	MZ218363_Cypovirus_sp.	NA	NA	China	China	NA	1565	MAG: Cypovirus sp. isolate 44-k141_205899 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218365	MZ218365_Reoviridae_sp_	MZ218365_Reoviridae_sp.	NA	NA	China	China	NA	4365	MAG: Reoviridae sp. isolate R66-k141_282067 segment 1 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218374	MZ218374_Cypovirus_sp_	MZ218374_Cypovirus_sp.	NA	NA	China	China	NA	2186	MAG: Cypovirus sp. isolate 359R-k141_399510 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218375	MZ218375_Spinareovirinae_sp_	MZ218375_Spinareovirinae_sp.	NA	NA	China	China	NA	2621	MAG: Spinareovirinae sp. isolate R114-k141_52038 segment 4 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218384	MZ218384_Reoviridae_sp_	MZ218384_Reoviridae_sp.	NA	NA	China	China	NA	4168	MAG: Reoviridae sp. isolate 358R-k141_690980 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218385	MZ218385_Cypovirus_sp_	MZ218385_Cypovirus_sp.	NA	NA	China	China	NA	1533	MAG: Cypovirus sp. isolate s41-k141_75488 segment 2 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218394	MZ218394_Cypovirus_sp_	MZ218394_Cypovirus_sp.	NA	NA	China	China	NA	2533	MAG: Cypovirus sp. isolate R70-k141_833176 segment 2 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAJZAK010000001	CAJZAK010000001_Aedes_pseudoscutellaris_reovirus	CAJZAK010000001_Aedes_pseudoscutellaris_reovirus	NA	NA	Uganda	Uganda	2018	1031	Aedes pseudoscutellaris reovirus genome assembly, contig: H26B_k141_1239_Aedes_pseudoscutellaris_reovirus_segment2_reversed, whole genome shotgun sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL452247	OL452247_Attungu_rodent_orbivirus	OL452247_Attungu_rodent_orbivirus	Rattus rattus	Rattus	Australia	Australia	2020	3982	MAG: Attungu rodent orbivirus isolate 438 RNA polymerase VP1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW789219	MW789219_Clanis_bilineata_cypovirus	MW789219_Clanis_bilineata_cypovirus	Clanis bilineata	Clanis	China	China	NA	3694	Clanis bilineata cypovirus isolate Hubei segment 2 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK392077	OK392077_Planococcus_ficus-associated_reovirus_1	OK392077_Planococcus_ficus-associated_reovirus_1	Planococcus ficus	Planococcus	Mexico	Mexico: Ensenada, Baja California	2019	3620	MAG: Planococcus ficus-associated reovirus 1 segment 1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK059491	BK059491_Aedes_orbi-like_virus	BK059491_Aedes_orbi-like_virus	Aedes aegypti	Aedes	NA	NA	NA	4008	TPA_asm: Aedes orbi-like virus isolate Cairns VP1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OV055169	OV055169_Umatilla_virus	OV055169_Umatilla_virus	Turdus merula	Turdus	Germany	Germany	2019	3927	Umatilla virus isolate ED-I-93-19 genome assembly, segment: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW148349	MW148349_Taro_reovirus_1	MW148349_Taro_reovirus_1	Colocasia esculenta	Colocasia	Papua New Guinea	Papua New Guinea	2019	3813	Taro reovirus 1 segment S4, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ079616	MZ079616_Middle_Point_orbivirus	MZ079616_Middle_Point_orbivirus	Bos taurus	Bos	Australia	Australia: Beatrice Hill, NT	1997	3989	Middle Point orbivirus isolate MPOV-V4353 NT VP1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ079626	MZ079626_Middle_Point_orbivirus	MZ079626_Middle_Point_orbivirus	Bos taurus	Bos	Australia	Australia: Mount Sylvia, QLD	2009	3948	Middle Point orbivirus isolate MPOV-09-2111 VP1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ079636	MZ079636_Middle_Point_orbivirus	MZ079636_Middle_Point_orbivirus	Ochlerotatus vittiger	Ochlerotatus	Australia	Australia: Cloncurry River, QLD	2001	3597	Middle Point orbivirus isolate MPOV-QH262 VP1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ079655	MZ079655_Middle_Point_orbivirus	MZ079655_Middle_Point_orbivirus	Bos taurus	Bos	Australia	Australia: Beatrice Hill, NT	2004	4025	Middle Point orbivirus isolate MPOV-V6240 NT VP1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
