nt_seq_ID	tip_labels	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	Location	Country	Year	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	host_taxon	host_genus
San_Gabriel_mononegavirus_F1076C1F1350	San_Gabriel_mononegavirus_F1076C1F1350	C1	F1076	F1350	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Cambodia:Kompong Thom	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
San_Gabriel_mononegavirus_F1076C1F1518	San_Gabriel_mononegavirus_F1076C1F1518	C1	F1076	F1518	F1076_NODE_1_length_12577_cov_70.836049_5	F1076_NODE_1_length_12577_cov_70.836049	Cambodia:Preah Vihear	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Preculath_virus_F1097C1F1019	Preculath_virus_F1097C1F1019	C1	F1097	F1019	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Battambang & Pailin	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1021	Preculath_virus_F1097C1F1021	C1	F1097	F1021	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Battambang & Pailin	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1089	Preculath_virus_F1097C1F1089	C1	F1097	F1089	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1090	Preculath_virus_F1097C1F1090	C1	F1097	F1090	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1097	Preculath_virus_F1097C1F1097	C1	F1097	F1097	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1098	Preculath_virus_F1097C1F1098	C1	F1097	F1098	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1099	Preculath_virus_F1097C1F1099	C1	F1097	F1099	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1371	Preculath_virus_F1097C1F1371	C1	F1097	F1371	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Kompong Thom	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1380	Preculath_virus_F1097C1F1380	C1	F1097	F1380	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Kompong Thom	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1525	Preculath_virus_F1097C1F1525	C1	F1097	F1525	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1526	Preculath_virus_F1097C1F1526	C1	F1097	F1526	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1527	Preculath_virus_F1097C1F1527	C1	F1097	F1527	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1531	Preculath_virus_F1097C1F1531	C1	F1097	F1531	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1532	Preculath_virus_F1097C1F1532	C1	F1097	F1532	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1533	Preculath_virus_F1097C1F1533	C1	F1097	F1533	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1534	Preculath_virus_F1097C1F1534	C1	F1097	F1534	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1536	Preculath_virus_F1097C1F1536	C1	F1097	F1536	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Preculath_virus_F1097C1F1537	Preculath_virus_F1097C1F1537	C1	F1097	F1537	F1097_NODE_1_length_12217_cov_2063.855123_4	F1097_NODE_1_length_12217_cov_2063.855123	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Arindly_virus_F1098C3F1087	Arindly_virus_F1098C3F1087	C3	F1098	F1087	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Arindly_virus_F1098C3F1090	Arindly_virus_F1098C3F1090	C3	F1098	F1090	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Arindly_virus_F1098C3F1095	Arindly_virus_F1098C3F1095	C3	F1098	F1095	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Arindly_virus_F1098C3F1098	Arindly_virus_F1098C3F1098	C3	F1098	F1098	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Arindly_virus_F1098C3F1099	Arindly_virus_F1098C3F1099	C3	F1098	F1099	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Arindly_virus_F1098C3F1219	Arindly_virus_F1098C3F1219	C3	F1098	F1219	F1098_NODE_3_length_12183_cov_705.053183_4	F1098_NODE_3_length_12183_cov_705.053183	Cambodia:Pursat	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Raistely_virus_F1107C4F1107	Raistely_virus_F1107C4F1107	C4	F1107	F1107	F1107_NODE_4_length_4693_cov_19.984260_1	F1107_NODE_4_length_4693_cov_19.984260	Cambodia:Sihanuokville	Cambodia	2019	Culex gelidus	correct	Culex gelidus	_	cluster8	Culex gelidus	Culex
Regreagly_virus_F1187C3F1177	Regreagly_virus_F1187C3F1177	C3	F1187	F1177	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	Cambodia:Pursat	Cambodia	2019	Aedes caecus	correct	Aedes caecus	_	cluster24	Aedes caecus	Aedes
Regreagly_virus_F1187C3F1178	Regreagly_virus_F1187C3F1178	C3	F1187	F1178	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	Cambodia:Pursat	Cambodia	2019	Aedes caecus	mixed cluster, internally divergent	Culicidae sp Aedes caecus or Culex bitaeniorhynchus or Culex tritaeniorhynchus or Culex vishnui.g or Mansonia uniformis	_	cluster25	Culicidae sp Aedes caecus or Culex bitaeniorhynchus or Culex tritaeniorhynchus or Culex vishnui.g or Mansonia uniformis	Culicidae
Regreagly_virus_F1187C3F1187	Regreagly_virus_F1187C3F1187	C3	F1187	F1187	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	Cambodia:Pursat	Cambodia	2019	Aedes caecus	correct	Aedes caecus	_	cluster24	Aedes caecus	Aedes
Arlicasen_virus_F1276C1F1256	Arlicasen_virus_F1276C1F1256	C1	F1276	F1256	F1276_NODE_1_length_11166_cov_10233.738097_6	F1276_NODE_1_length_11166_cov_10233.738097	Cambodia:Pursat	Cambodia	2019	Culex cinctellus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	F1276 closely related to F1256, a bit more distant from the rest of the cluster	cluster5	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	Culex
Arlicasen_virus_F1276C1F1276	Arlicasen_virus_F1276C1F1276	C1	F1276	F1276	F1276_NODE_1_length_11166_cov_10233.738097_6	F1276_NODE_1_length_11166_cov_10233.738097	Cambodia:Pursat	Cambodia	2019	Culex infantulus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	F1276 closely related to F1256, a bit more distant from the rest of the cluster	cluster5	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	Culex
Ausist_virus_F1341C1F1003	Ausist_virus_F1341C1F1003	C1	F1341	F1003	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Cambodia:Battambang & Pailin	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Ausist_virus_F1341C1F1079	Ausist_virus_F1341C1F1079	C1	F1341	F1079	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Cambodia:Sihanuokville	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Ausist_virus_F1341C1F1167	Ausist_virus_F1341C1F1167	C1	F1341	F1167	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Cambodia:Pursat	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Ausist_virus_F1341C1F1337	Ausist_virus_F1341C1F1337	C1	F1341	F1337	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Cambodia:Kompong Thom	Cambodia	2019	Aedes aegypti	misannotated	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Ausist_virus_F1341C1F1341	Ausist_virus_F1341C1F1341	C1	F1341	F1341	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Cambodia:Kompong Thom	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Ausist_virus_F1341C1F1344	Ausist_virus_F1341C1F1344	C1	F1341	F1344	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	Cambodia:Kompong Thom	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Xincheng_Mosquito_Virus_F1356C1F1356	Xincheng_Mosquito_Virus_F1356C1F1356	C1	F1356	F1356	F1356_NODE_1_length_12554_cov_1575.312665_4	F1356_NODE_1_length_12554_cov_1575.312665	Cambodia:Kompong Thom	Cambodia	2019	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	Anopheles peditaeniatus	Anopheles
Xincheng_Mosquito_Virus_F1356C1F1367	Xincheng_Mosquito_Virus_F1356C1F1367	C1	F1356	F1367	F1356_NODE_1_length_12554_cov_1575.312665_4	F1356_NODE_1_length_12554_cov_1575.312665	Cambodia:Kompong Thom	Cambodia	2019	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	Anopheles peditaeniatus	Anopheles
Grenada_mosquito_rhabdovirus_1_F1429C1F1040	Grenada_mosquito_rhabdovirus_1_F1429C1F1040	C1	F1429	F1040	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Battambang & Pailin	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1042	Grenada_mosquito_rhabdovirus_1_F1429C1F1042	C1	F1429	F1042	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Battambang & Pailin	Cambodia	2019	Culex quinquefasciatus	mixed, only 2 samples	Culex sp quinquefasciatus or sinensis	close to another sample (sinensis), cannot assign to any cluster	cluster7	Culex sp quinquefasciatus or sinensis	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1112	Grenada_mosquito_rhabdovirus_1_F1429C1F1112	C1	F1429	F1112	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1113	Grenada_mosquito_rhabdovirus_1_F1429C1F1113	C1	F1429	F1113	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1114	Grenada_mosquito_rhabdovirus_1_F1429C1F1114	C1	F1429	F1114	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1115	Grenada_mosquito_rhabdovirus_1_F1429C1F1115	C1	F1429	F1115	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1118	Grenada_mosquito_rhabdovirus_1_F1429C1F1118	C1	F1429	F1118	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1119	Grenada_mosquito_rhabdovirus_1_F1429C1F1119	C1	F1429	F1119	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1120	Grenada_mosquito_rhabdovirus_1_F1429C1F1120	C1	F1429	F1120	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1121	Grenada_mosquito_rhabdovirus_1_F1429C1F1121	C1	F1429	F1121	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1123	Grenada_mosquito_rhabdovirus_1_F1429C1F1123	C1	F1429	F1123	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1124	Grenada_mosquito_rhabdovirus_1_F1429C1F1124	C1	F1429	F1124	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1125	Grenada_mosquito_rhabdovirus_1_F1429C1F1125	C1	F1429	F1125	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1126	Grenada_mosquito_rhabdovirus_1_F1429C1F1126	C1	F1429	F1126	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Sihanuokville	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1419	Grenada_mosquito_rhabdovirus_1_F1429C1F1419	C1	F1429	F1419	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1420	Grenada_mosquito_rhabdovirus_1_F1429C1F1420	C1	F1429	F1420	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1422	Grenada_mosquito_rhabdovirus_1_F1429C1F1422	C1	F1429	F1422	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1423	Grenada_mosquito_rhabdovirus_1_F1429C1F1423	C1	F1429	F1423	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1425	Grenada_mosquito_rhabdovirus_1_F1429C1F1425	C1	F1429	F1425	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
