nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
OM650310	OM650310_Halyomorpha_halys_orthomyxo-like_virus_1	OM650310_Halyomorpha_halys_orthomyxo-like_virus_1	Halyomorpha halys	Halyomorpha	Italy	Italy	2019	2442	Halyomorpha halys orthomyxo-like virus 1 isolate CREA/HhOlV1 segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON059763	ON059763_Byreldi_virus	ON059763_Byreldi_virus	Chaoborus americanus	Chaoborus	Canada	Canada	2019	2375	Byreldi virus isolate BW1_Byreldi PB1 (PB1) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON059769	ON059769_Byreska_virus	ON059769_Byreska_virus	Chaoborus americanus	Chaoborus	Canada	Canada	2019	2456	Byreska virus isolate BW2_Byreska PB1 (PB1) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310365	MW310365_Bactrocera_correcta_orthomyxo-like_virus_isolate_Bl	MW310365_Bactrocera_correcta_orthomyxo-like_virus_isolate_Bl	Bactrocera latifrons	Bactrocera	China	China	2019	2507	Bactrocera correcta orthomyxo-like virus isolate Bl isolate Bl-V2 segment 2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW310389	MW310389_Bactrocera_correcta_orthomyxo-like_virus_isolate_Bz	MW310389_Bactrocera_correcta_orthomyxo-like_virus_isolate_Bz	Bactrocera zonata	Bactrocera	China	China	2019	2527	Bactrocera correcta orthomyxo-like virus isolate Bz isolate Bz-V3 segment 2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM817558	OM817558_Wuhan_Mosquito_Virus_6	OM817558_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA	2020	2296	Wuhan Mosquito Virus 6 isolate WuMV6-2020 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784007	MW784007_Beijing_sediment_orthomyxo-like_virus	MW784007_Beijing_sediment_orthomyxo-like_virus	sediment/soil	sediment/soil	China	China	2017	1045	MAG: Beijing sediment orthomyxo-like virus isolate 160-138170 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784011	MW784011_Xinjiang_orthomyxo-like_virus_3	MW784011_Xinjiang_orthomyxo-like_virus_3	sediment/soil	sediment/soil	China	China	2017	1106	MAG: Xinjiang orthomyxo-like virus 3 isolate 190-229092 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784015	MW784015_Xinjiang_sediment_orthomyxo-like_virus_4	MW784015_Xinjiang_sediment_orthomyxo-like_virus_4	sediment/soil	sediment/soil	China	China	2017	2564	MAG: Xinjiang sediment orthomyxo-like virus 4 isolate 199-44879 polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784019	MW784019_Xinjiang_sediment_orthomyxo-like_virus_5	MW784019_Xinjiang_sediment_orthomyxo-like_virus_5	sediment/soil	sediment/soil	China	China	2017	2450	MAG: Xinjiang sediment orthomyxo-like virus 5 isolate 200-45877 polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784025	MW784025_Henan_sediment_orthomyxo-like_virus	MW784025_Henan_sediment_orthomyxo-like_virus	sediment/soil	sediment/soil	China	China	2017	2387	MAG: Henan sediment orthomyxo-like virus isolate 293-70053 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784026	MW784026_Xinjiang_sediment_orthomyxo-like_virus_2	MW784026_Xinjiang_sediment_orthomyxo-like_virus_2	sediment/soil	sediment/soil	China	China	2017	1489	MAG: Xinjiang sediment orthomyxo-like virus 2 isolate 178bR-1494811 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784029	MW784029_Heilongjiang_sediment_orthomyxo-like_virus	MW784029_Heilongjiang_sediment_orthomyxo-like_virus	sediment/soil	sediment/soil	China	China	2018	2393	MAG: Heilongjiang sediment orthomyxo-like virus isolate 358R-973149 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784032	MW784032_Yunnan_sediment_orthomyxo-like_virus	MW784032_Yunnan_sediment_orthomyxo-like_virus	sediment/soil	sediment/soil	China	China	2018	2333	MAG: Yunnan sediment orthomyxo-like virus isolate R29-809984 polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW784037	MW784037_Hainan_orthomyxo-like_virus_2	MW784037_Hainan_orthomyxo-like_virus_2	sediment/soil	sediment/soil	China	China	2018	2432	MAG: Hainan orthomyxo-like virus 2 isolate R84-690285 polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW317143	MW317143_Orthomyxoviridae_sp.	MW317143_Orthomyxoviridae_sp.	Culex	Culex	China	China	2018	2463	MAG: Orthomyxoviridae sp. isolate LS_82 PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL343761	OL343761_Palmetto_orthomyxo-like_virus	OL343761_Palmetto_orthomyxo-like_virus	Aedes aegypti	Aedes	USA	USA: Palmetto, FL	2018	2394	MAG: Palmetto orthomyxo-like virus isolate HC3 polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK059432	BK059432_Aedes_orthomyxo-like_virus_2	BK059432_Aedes_orthomyxo-like_virus_2	Aedes albopictus	Aedes	NA	NA	NA	2436	TPA_asm: Aedes orthomyxo-like virus 2 isolate Italy Rome RNA-dependent RNA polymerase basic 1 (PB1) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW199253	MW199253_Orthomyxoviridae_sp.	MW199253_Orthomyxoviridae_sp.	Nycteribiidae	Nycteribiidae	China	China: Yunnan	NA	2428	Orthomyxoviridae sp. isolate L8h PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452276	MW452276_Wuhan_Mosquito_Virus_5	MW452276_Wuhan_Mosquito_Virus_5	Culicidae	Culicidae	China	China	2018	2435	Wuhan Mosquito Virus 5 strain LY278 PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452277	MW452277_Wuhan_Mosquito_Virus_6	MW452277_Wuhan_Mosquito_Virus_6	Culicidae	Culicidae	China	China	2018	2440	Wuhan Mosquito Virus 6 strain YX592 PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434228	MW434228_Astopletus_virus	MW434228_Astopletus_virus	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2447	MAG: Astopletus virus isolate CMS001_046_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434229	MW434229_Astopletus_virus	MW434229_Astopletus_virus	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2447	MAG: Astopletus virus isolate CMS001_027_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434249	MW434249_Guadeloupe_mosquito_quaranja-like_virus_1	MW434249_Guadeloupe_mosquito_quaranja-like_virus_1	Aedes aegypti	Aedes	USA	USA: San Diego County, California	2017	2431	MAG: Guadeloupe mosquito quaranja-like virus 1 isolate CMS002_017a_SAND polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434314	MW434314_Usinis_virus	MW434314_Usinis_virus	Aedes albopictus	Aedes	USA	USA: West Valley, California	2017	2421	MAG: Usinis virus isolate CMS002_026e_WVAL polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434320	MW434320_Usinis_virus	MW434320_Usinis_virus	Aedes albopictus	Aedes	USA	USA: West Valley, California	2017	2434	MAG: Usinis virus isolate CMS002_026b_WVAL polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434421	MW434421_Wuhan_Mosquito_Virus_6	MW434421_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2431	MAG: Wuhan Mosquito Virus 6 isolate CMS001_002_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434422	MW434422_Wuhan_Mosquito_Virus_6	MW434422_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: West Valley, California	2017	2433	MAG: Wuhan Mosquito Virus 6 isolate CMS002_029e_WVAL polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434423	MW434423_Wuhan_Mosquito_Virus_6	MW434423_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2437	MAG: Wuhan Mosquito Virus 6 isolate CMS001_042_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434424	MW434424_Wuhan_Mosquito_Virus_6	MW434424_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2434	MAG: Wuhan Mosquito Virus 6 isolate CMS001_032_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434425	MW434425_Wuhan_Mosquito_Virus_6	MW434425_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: West Valley, California	2017	2438	MAG: Wuhan Mosquito Virus 6 isolate CMS002_029d_WVAL polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434426	MW434426_Wuhan_Mosquito_Virus_6	MW434426_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2434	MAG: Wuhan Mosquito Virus 6 isolate CMS001_034_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434428	MW434428_Wuhan_Mosquito_Virus_6	MW434428_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2437	MAG: Wuhan Mosquito Virus 6 isolate CMS001_038_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434429	MW434429_Wuhan_Mosquito_Virus_6	MW434429_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2437	MAG: Wuhan Mosquito Virus 6 isolate CMS001_028_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434430	MW434430_Wuhan_Mosquito_Virus_6	MW434430_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2436	MAG: Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434431	MW434431_Wuhan_Mosquito_Virus_6	MW434431_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	2436	MAG: Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434432	MW434432_Wuhan_Mosquito_Virus_6	MW434432_Wuhan_Mosquito_Virus_6	Culex tarsalis	Culex	USA	USA: Placer Valley, California	2017	2441	MAG: Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR polymerase PB1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW520417	MW520417_Aedes_detritus_orthomyxo-like_virus	MW520417_Aedes_detritus_orthomyxo-like_virus	Ochlerotatus detritus	Ochlerotatus	Greece	Greece:Thrace	2019	2478	MAG: Aedes detritus orthomyxo-like virus isolate OA3 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW520421	MW520421_Culex_modestus_orthomyxo-like_virus	MW520421_Culex_modestus_orthomyxo-like_virus	Culex modestus	Culex	Greece	Greece:Thrace	2019	2417	MAG: Culex modestus orthomyxo-like virus isolate OB3 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW520424	MW520424_Culex_pipiens_orthomyxo-like_virus	MW520424_Culex_pipiens_orthomyxo-like_virus	Culex pipiens	Culex	Greece	Greece:Thrace	2019	2424	MAG: Culex pipiens orthomyxo-like virus isolate OC2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW033635	MW033635_Soybean_thrips_quaranja-like_virus_1	MW033635_Soybean_thrips_quaranja-like_virus_1	Neohydatothrips variabilis	Neohydatothrips	USA	USA	2018	2345	Soybean thrips quaranja-like virus 1 strain STN1QV1 putative polymerase PB1 gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288163	MW288163_Neuropteran_orthomyxo-related_virus_OKIAV190	MW288163_Neuropteran_orthomyxo-related_virus_OKIAV190	Eumantispa harmandi	Eumantispa	Japan	Japan: Nagano Prefecture, Ueda-Sugadaira Kogen-Sugadaira Montane Research Center	2012	2404	Neuropteran orthomyxo-related virus OKIAV190 segment 2 polymerase PB1 (PB1) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288202	MW288202_Raphidiopteran_orthomyxo-related_virus_OKIAV180	MW288202_Raphidiopteran_orthomyxo-related_virus_OKIAV180	Puncha ratzeburgi	Puncha	Austria	Austria: Lower Austria, Moedling Guntramsdorf Eichkogel	2012	2454	Raphidiopteran orthomyxo-related virus OKIAV180 segment 2 polymerase PB1 (PB1) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288205	MW288205_Hemipteran_orthomyxo-related_virus_OKIAV187	MW288205_Hemipteran_orthomyxo-related_virus_OKIAV187	Glycaspis brimblecombei	Glycaspis	Australia	Australia: South Australia, Adelaide River Torrens	2012	1910	Hemipteran orthomyxo-related virus OKIAV187 segment 2 polymerase PB1 (PB1) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288219	MW288219_Hymenopteran_orthomyxo-related_virus_OKIAV175	MW288219_Hymenopteran_orthomyxo-related_virus_OKIAV175	Spilomena beata	Spilomena	Germany	Germany: Rhineland-Palatinate, Albersweiler	2012	2382	Hymenopteran orthomyxo-related virus OKIAV175 segment 2 polymerase PB1 (PB1) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288220	MW288220_Hymenopteran_orthomyxo-related_virus_OKIAV171	MW288220_Hymenopteran_orthomyxo-related_virus_OKIAV171	Pelecinus polyturator	Pelecinus	Honduras	Honduras: Department Olancho Municipio Orica Batideros	2012	2333	Hymenopteran orthomyxo-related virus OKIAV171 segment 2 polymerase PB1 (PB1) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288228	MW288228_Hymenopteran_orthomyxo-related_virus_OKIAV174	MW288228_Hymenopteran_orthomyxo-related_virus_OKIAV174	Tremex magus	Tremex	Germany	Germany: Hessen, Darmstadt	2013	2442	Hymenopteran orthomyxo-related virus OKIAV174 segment 2 polymerase PB1 (PB1) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153296	MT153296_Hymenopteran_orthomyxo-related_virus_OKIAV173	MT153296_Hymenopteran_orthomyxo-related_virus_OKIAV173	Cephus spinipes	Cephus	Germany	Germany: North Rhine-Westphalia, Bonn Kottenforst	2012	2455	Hymenopteran orthomyxo-related virus OKIAV173 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153375	MT153375_Hemipteran_orthomyxo-related_virus_OKIAV183	MT153375_Hemipteran_orthomyxo-related_virus_OKIAV183	Xenophysella greensladeae	Xenophysella	New Zealand	New Zealand: South Island Westland District, Lake Matheson	2011	2415	Hemipteran orthomyxo-related virus OKIAV183 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153392	MT153392_Coleopteran_orthomyxo-related_virus_OKIAV200	MT153392_Coleopteran_orthomyxo-related_virus_OKIAV200	Ips typographus	Ips	Germany	Germany: Rhineland-Palatinate, Cochem-Cell - Brohl	2012	2423	Coleopteran orthomyxo-related virus OKIAV200 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153412	MT153412_Coleopteran_orthomyxo-related_virus_OKIAV158	MT153412_Coleopteran_orthomyxo-related_virus_OKIAV158	Sitophilus zeamais	Sitophilus	USA	USA: Tennessee, Tipton County	2013	2477	Coleopteran orthomyxo-related virus OKIAV158 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153419	MT153419_Hemipteran_orthomyxo-related_virus_OKIAV191	MT153419_Hemipteran_orthomyxo-related_virus_OKIAV191	Acanthosoma haemorrhoidale	Acanthosoma	Germany	Germany: North Rhine-Westphalia, Rhein-Sieg-Kreis Donrath Agger	2011	2190	Hemipteran orthomyxo-related virus OKIAV191 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153421	MT153421_Phasmatodean_orthomyxo-related_virus_OKIAV167	MT153421_Phasmatodean_orthomyxo-related_virus_OKIAV167	Peruphasma schultei	Peruphasma	Germany	Germany: North Rhine-Westphalia, Duesseldorf Aquazoo Duesseldorf	2011	2454	Phasmatodean orthomyxo-related virus OKIAV167 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153423	MT153423_Lepidopteran_orthomyxo-related_virus_OKIAV1731	MT153423_Lepidopteran_orthomyxo-related_virus_OKIAV1731	Amata phegea	Amata	Austria	Austria: Lower Austria, Moedling Guntramsdorf Eichkogel	2011	2451	Lepidopteran orthomyxo-related virus OKIAV1731 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153448	MT153448_Dipteran_orthomyxo-related_virus_OKIAV195	MT153448_Dipteran_orthomyxo-related_virus_OKIAV195	Cuterebra austeni	Cuterebra	USA	USA: New Mexico Grant County, Silver City Gomez Park	2013	2426	Dipteran orthomyxo-related virus OKIAV195 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153452	MT153452_Coleopteran_orthomyxo-related_virus_OKIAV186	MT153452_Coleopteran_orthomyxo-related_virus_OKIAV186	Dineutus	Dineutus	USA	USA: New Jersey, Sussex County - Stokes State Forest	2011	2205	Coleopteran orthomyxo-related virus OKIAV186 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153463	MT153463_Phasmatodean_orthomyxo-related_virus_OKIAV172	MT153463_Phasmatodean_orthomyxo-related_virus_OKIAV172	Spathomorpha lancettifer	Spathomorpha	Madagascar	Madagascar	2013	2439	Phasmatodean orthomyxo-related virus OKIAV172 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153481	MT153481_Dipteran_orthomyxo-related_virus_OKIAV193	MT153481_Dipteran_orthomyxo-related_virus_OKIAV193	Trichocera saltator	Trichocera	Germany	Germany: Thuringia, Jena	2011	2424	Dipteran orthomyxo-related virus OKIAV193 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153484	MT153484_Lepidopteran_orthomyxo-related_virus_OKIAV178	MT153484_Lepidopteran_orthomyxo-related_virus_OKIAV178	Crambus	Crambus	Germany	Germany: Lower Saxony, Luechow-Dannenberg - Hoehbeck - Pevestorf - Elbauenstation	2012	2500	Lepidopteran orthomyxo-related virus OKIAV178 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153485	MT153485_Hemipteran_orthomyxo-related_virus_OKIAV188	MT153485_Hemipteran_orthomyxo-related_virus_OKIAV188	Acanthocasuarina muellerianae	Acanthocasuarina	Australia	Australia: South Australia, Kangaroo Island Sedden Conservation Park	2012	2492	Hemipteran orthomyxo-related virus OKIAV188 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153496	MT153496_Siphonapteran_orthomyxo-related_virus_OKIAV157	MT153496_Siphonapteran_orthomyxo-related_virus_OKIAV157	Ceratophyllus gallinae	Ceratophyllus	Germany	Germany: Hamburg, Altona Sternschanzenpark	2011	2483	Siphonapteran orthomyxo-related virus OKIAV157 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153531	MT153531_Coleopteran_orthomyxo-related_virus_OKIAV184	MT153531_Coleopteran_orthomyxo-related_virus_OKIAV184	Anoplotrupes stercorosus	Anoplotrupes	Germany	Germany: North Rhine-Westphalia, Bonn Kottenforst	2014	2175	Coleopteran orthomyxo-related virus OKIAV184 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153534	MT153534_Coleopteran_orthomyxo-related_virus_OKIAV179	MT153534_Coleopteran_orthomyxo-related_virus_OKIAV179	Cybister lateralimarginalis	Cybister	Germany	Germany: Lower Saxony, Luechow-Dannenberg - Hoehbeck - Pevestorf	2011	2475	Coleopteran orthomyxo-related virus OKIAV179 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153541	MT153541_Blattodean_orthomyxo-related_virus_OKIAV181	MT153541_Blattodean_orthomyxo-related_virus_OKIAV181	Cryptocercus wrighti	Cryptocercus	USA	USA: Oregon	2012	2466	Blattodean orthomyxo-related virus OKIAV181 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153548	MT153548_Dermapteran_orthomyxo-related_virus_OKIAV170	MT153548_Dermapteran_orthomyxo-related_virus_OKIAV170	Forficula auricularia	Forficula	Germany	Germany: North Rhine-Westphalia, Bonn Poppelsdorf Kreuzbergallee	2011	2510	Dermapteran orthomyxo-related virus OKIAV170 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT153551	MT153551_Hemipteran_orthomyxo-related_virus_OKIAV182	MT153551_Hemipteran_orthomyxo-related_virus_OKIAV182	Nilaparvata lugens	Nilaparvata	Germany	Germany	2011	2447	Hemipteran orthomyxo-related virus OKIAV182 segment 2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
