qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	superkingdom	phylum	class	order	family	genus	species	biotype	clade	clade1	clade10	clade11	clade12	clade13	clade14	clade15	clade16	clade17	clade18	clade19	clade2	clade3	clade4	clade5	clade6	clade7	clade8	clade9	cohort	forma	forma.specialis	forma.specialis1	genotype	infraclass	infraorder	isolate	kingdom	morph	no.rank	no.rank1	no.rank2	no.rank3	no.rank4	parvorder	pathogroup	section	series	serogroup	serotype	species.group	species.subgroup	strain	subclass	subcohort	subfamily	subgenus	subkingdom	suborder	subphylum	subsection	subspecies	subtribe	subvariety	superclass	superfamily	superorder	superphylum	tribe	varietas
F1001_NODE_35679_length_248_cov_0.922280	QHA33696.1	57.3	82	35	0	2	247	487	568	1375	6.7e-24	104.8	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1001_NODE_35679_length_248_cov_0.922280	QHA33692.1	57.3	82	35	0	2	247	487	568	1375	6.7e-24	104.8	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1001_NODE_43723_length_213_cov_0.879747	QHA33696.1	62.5	40	15	0	1	120	881	920	1375	2.4e-09	62.8	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1001_NODE_43723_length_213_cov_0.879747	QHA33692.1	62.5	40	15	0	1	120	881	920	1375	2.4e-09	62.8	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1002_NODE_10871_length_475_cov_1.240476	QHA33696.1	65.2	69	24	0	73	279	496	564	1375	9.7e-19	93.6	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1002_NODE_10871_length_475_cov_1.240476	QHA33692.1	65.2	69	24	0	73	279	496	564	1375	9.7e-19	93.6	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1002_NODE_31649_length_212_cov_0.866242	QHA33696.1	61.9	63	24	0	23	211	1235	1297	1375	2.7e-18	88.2	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1002_NODE_31649_length_212_cov_0.866242	QHA33692.1	61.9	63	24	0	23	211	1235	1297	1375	2.7e-18	88.2	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_1873_length_1355_cov_2.868462	QHA33692.1	31.8	223	130	4	378	980	509	731	1375	2.5e-13	85.1	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_1873_length_1355_cov_2.868462	QHA33696.1	31.4	223	131	4	378	980	509	731	1375	5.9e-13	84	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_1945_length_1336_cov_1.537861	QHA33696.1	57.2	444	181	4	1321	2	263	701	1375	4.2e-173	531.9	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_1945_length_1336_cov_1.537861	QHA33692.1	57.2	444	181	4	1321	2	263	701	1375	4.2e-173	531.9	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_12064_length_537_cov_1.464730	QHA33696.1	43.1	167	92	2	494	3	380	546	1375	8e-35	140.6	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_12064_length_537_cov_1.464730	QHA33692.1	43.1	167	92	2	494	3	380	546	1375	8e-35	140.6	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_12560_length_524_cov_0.778252	QHA33696.1	69.1	152	42	1	2	457	621	767	1375	5.3e-63	221.1	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_12560_length_524_cov_0.778252	QHA33692.1	68.4	152	43	1	2	457	621	767	1375	1.8e-62	219.5	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_14821_length_469_cov_0.833333	QHA33696.1	63.5	156	52	3	1	468	211	361	1375	1.5e-54	196.1	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_14821_length_469_cov_0.833333	QHA33692.1	63.5	156	52	3	1	468	211	361	1375	1.5e-54	196.1	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_20003_length_375_cov_0.484375	QHA33696.1	57.1	84	34	1	125	370	611	694	1375	3.1e-22	102.1	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_20003_length_375_cov_0.484375	QHA33692.1	57.1	84	34	1	125	370	611	694	1375	3.1e-22	102.1	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_23776_length_328_cov_0.875458	QHA33692.1	46.1	89	43	1	77	328	621	709	1375	2.2e-14	79	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_23776_length_328_cov_0.875458	QHA33696.1	44.9	89	44	1	77	328	621	709	1375	5.7e-14	77.8	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_24953_length_316_cov_0.823755	QHA33696.1	58.3	103	43	0	7	315	483	585	1375	9.5e-34	134	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_24953_length_316_cov_0.823755	QHA33692.1	58.3	103	43	0	7	315	483	585	1375	9.5e-34	134	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_30162_length_273_cov_0.903670	QHA33696.1	71.4	91	26	0	1	273	603	693	1375	1.4e-38	147.1	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_30162_length_273_cov_0.903670	QHA33692.1	71.4	91	26	0	1	273	603	693	1375	1.4e-38	147.1	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_30660_length_270_cov_0.553488	QHA33696.1	70.8	89	26	0	2	268	629	717	1375	2.9e-37	143.3	QHA33696.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_30660_length_270_cov_0.553488	QHA33692.1	69.7	89	27	0	2	268	629	717	1375	7.2e-37	142.1	QHA33692.1 Gag-Pol polyprotein [Atrato Retro-like virus]	2689360	Viruses	Artverviricota	Revtraviricetes	Ortervirales	NA	NA	Atrato Retro-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Ortervirales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
