qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	superkingdom	phylum	class	order	family	genus	species	biotype	clade	clade1	clade10	clade11	clade12	clade13	clade14	clade15	clade16	clade17	clade18	clade19	clade2	clade3	clade4	clade5	clade6	clade7	clade8	clade9	cohort	forma	forma.specialis	forma.specialis1	genotype	infraclass	infraorder	isolate	kingdom	morph	no.rank	no.rank1	no.rank2	no.rank3	no.rank4	parvorder	pathogroup	section	series	serogroup	serotype	species.group	species.subgroup	strain	subclass	subcohort	subfamily	subgenus	subkingdom	suborder	subphylum	subsection	subspecies	subtribe	subvariety	superclass	superfamily	superorder	superphylum	tribe	varietas
F1001_NODE_5727_length_944_cov_2.591676	XP_018377468.1	51.9	314	150	1	942	1	652	964	1408	5.5e-104	342.8	XP_018377468.1 PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein K02A2.6-like [Trachymyrmex cornetzi]	471704	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Trachymyrmex	Trachymyrmex cornetzi	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Aculeata	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Myrmicinae	NA	NA	Apocrita	Hexapoda	NA	NA	NA	NA	NA	Formicoidea	NA	NA	Attini	NA
F1001_NODE_5727_length_944_cov_2.591676	KAF0742808.1	50.6	314	154	1	942	1	661	973	1474	3.3e-103	341.3	KAF0742808.1 Transposon Ty3-I Gag-Pol polyprotein [Aphis craccivora]	307492	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae	Aphis	Aphis craccivora	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Paraneoptera	NA	NA	NA	NA	Neoptera	Aphidomorpha	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Aphidinae	Aphis	NA	Sternorrhyncha	Hexapoda	NA	NA	NA	NA	NA	Aphidoidea	NA	NA	Aphidini	NA
F1001_NODE_5727_length_944_cov_2.591676	XP_039315493.1	53	313	146	1	942	4	664	975	1428	8.6e-103	339.7	XP_039315493.1 uncharacterized protein LOC113003098 [Solenopsis invicta]	13686	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Solenopsis	Solenopsis invicta	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Aculeata	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Myrmicinae	NA	NA	Apocrita	Hexapoda	NA	NA	NA	NA	NA	Formicoidea	NA	NA	Solenopsidini	NA
F1001_NODE_5727_length_944_cov_2.591676	XP_039228386.1	51.6	314	151	1	942	1	769	1081	1616	1.2e-101	337.8	XP_039228386.1 uncharacterized protein LOC6530330 isoform X5 [Drosophila yakuba]	7245	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila yakuba	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1001_NODE_5727_length_944_cov_2.591676	XP_039228389.1	51.6	314	151	1	942	1	327	639	1174	3.1e-103	337.8	XP_039228389.1 uncharacterized protein LOC6530330 isoform X7 [Drosophila yakuba]	7245	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila yakuba	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1001_NODE_5727_length_944_cov_2.591676	XP_039228387.1	51.6	314	151	1	942	1	769	1081	1605	1.2e-101	337.8	XP_039228387.1 uncharacterized protein LOC6530330 isoform X6 [Drosophila yakuba]	7245	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila yakuba	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1001_NODE_5727_length_944_cov_2.591676	CAA65152.1	51.9	314	150	1	942	1	788	1100	1494	1.3e-101	337	CAA65152.1 orf [Drosophila melanogaster]	7227	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1001_NODE_5727_length_944_cov_2.591676	CAD7001655.1	53.2	314	146	1	942	1	139	451	907	1.4e-104	336.3	CAD7001655.1 unnamed protein product [Ceratitis capitata]	7213	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Ceratitis	Ceratitis capitata	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Dacinae	Ceratitis	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Tephritoidea	NA	NA	Ceratitidini	NA
F1002_NODE_2886_length_1099_cov_4.765326	QHA33695.1	68.2	330	87	3	3	938	361	690	1081	7e-143	442.6	QHA33695.1 polyprotein [Chibugado virus]	2689361	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Metaviridae	NA	Chibugado virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pararnavirae	NA	unclassified Metaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1002_NODE_3940_length_931_cov_1.800228	HBS53814.1	64.2	310	111	0	1	930	321	630	1176	1.3e-137	428.7	HBS53814.1 hypothetical protein [Flavobacterium sp.]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1002_NODE_3940_length_931_cov_1.800228	AAM29462.1	64.1	309	111	0	1	927	277	585	825	3.8e-138	421	AAM29462.1 RE36839p [Drosophila melanogaster]	7227	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1002_NODE_3940_length_931_cov_1.800228	AAX28841.1	64.4	309	110	0	1	927	146	454	1000	1.2e-134	416.8	AAX28841.1 RNA-dependent DNA polymerase [Drosophila melanogaster]	7227	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1002_NODE_3940_length_931_cov_1.800228	P10394.1	64.4	309	110	0	1	927	383	691	1237	1.4e-132	416.8	P10394.1 RecName: Full=Retrovirus-related Pol polyprotein from transposon 412; Includes: RecName: Full=Protease; Includes: RecName: Full=Reverse transcriptase; Includes: RecName: Full=Endonuclease [Drosophila melanogaster]	7227	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	NA	Opisthokonta	Eumetazoa	Cyclorrhapha	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	Eremoneura	Endopterygota	NA	NA	NA	NA	Neoptera	Muscomorpha	NA	Metazoa	NA	cellular organisms	Schizophora	Acalyptratae	NA	NA	NA	NA	NA	NA	NA	NA	melanogaster group	melanogaster subgroup	NA	Pterygota	NA	Drosophilinae	Sophophora	NA	Brachycera	Hexapoda	NA	NA	NA	NA	NA	Ephydroidea	NA	NA	Drosophilini	NA
F1002_NODE_3940_length_931_cov_1.800228	pir|S70430|	63.4	309	113	0	1	927	331	639	1186	8.1e-132	413.7	pir|S70430| hypothetical protein 4 - fruit fly (Drosophila melanogaster) retrotransposon mgd1 [Drosophila melanogaster]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1003_NODE_35_length_3895_cov_3.106771	XP_039442866.1	58.5	983	337	2	2975	30	235	1147	1181	0	1155.2	XP_039442866.1 uncharacterized protein LOC120423224 [Culex pipiens pallens]	42434	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	Culex pipiens complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Culex	NA	Nematocera	Hexapoda	NA	Culex pipiens pallens	NA	NA	NA	Culicoidea	NA	NA	Culicini	NA
F1003_NODE_692_length_1884_cov_1.768726	XP_038121457.1	66.8	612	146	3	1882	47	237	791	792	3.3e-299	844	XP_038121457.1 uncharacterized protein K02A2.6-like [Culex quinquefasciatus]	7176	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	Culex pipiens complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Culex	NA	Nematocera	Hexapoda	NA	NA	NA	NA	NA	Culicoidea	NA	NA	Culicini	NA
F1003_NODE_1493_length_1476_cov_1.653061	KXJ80875.1	99.8	445	1	0	1476	142	91	535	535	3.1e-305	843.2	KXJ80875.1 hypothetical protein RP20_CCG022903 [Aedes albopictus]	7160	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Stegomyia	NA	Nematocera	Hexapoda	NA	NA	NA	NA	NA	Culicoidea	NA	NA	Aedini	NA
F1003_NODE_1493_length_1476_cov_1.653061	XP_029725858.1	99.1	445	4	0	1476	142	91	535	535	3e-303	838.2	XP_029725858.1 sodium-independent sulfate anion transporter isoform X2 [Aedes albopictus]	7160	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Stegomyia	NA	Nematocera	Hexapoda	NA	NA	NA	NA	NA	Culicoidea	NA	NA	Aedini	NA
F1003_NODE_1493_length_1476_cov_1.653061	XP_029725838.1	99.1	445	4	0	1476	142	160	604	604	3.8e-302	838.2	XP_029725838.1 sodium-independent sulfate anion transporter isoform X1 [Aedes albopictus]	7160	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Stegomyia	NA	Nematocera	Hexapoda	NA	NA	NA	NA	NA	Culicoidea	NA	NA	Aedini	NA
F1003_NODE_1493_length_1476_cov_1.653061	XP_019529565.2	99.1	445	4	0	1476	142	160	604	604	1.1e-301	837	XP_019529565.2 sodium-independent sulfate anion transporter isoform X1 [Aedes albopictus]	7160	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Stegomyia	NA	Nematocera	Hexapoda	NA	NA	NA	NA	NA	Culicoidea	NA	NA	Aedini	NA
F1003_NODE_1493_length_1476_cov_1.653061	XP_019529567.2	99.1	445	4	0	1476	142	91	535	535	8.5e-303	837	XP_019529567.2 sodium-independent sulfate anion transporter isoform X2 [Aedes albopictus]	7160	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	NA	Opisthokonta	Eumetazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Mandibulata	Pancrustacea	Dicondylia	NA	Endopterygota	NA	NA	NA	NA	Neoptera	Culicomorpha	NA	Metazoa	NA	cellular organisms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pterygota	NA	Culicinae	Stegomyia	NA	Nematocera	Hexapoda	NA	NA	NA	NA	NA	Culicoidea	NA	NA	Aedini	NA
