qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	superkingdom	phylum	class	order	family	genus	species	biotype	clade	clade1	clade10	clade11	clade12	clade13	clade14	clade15	clade16	clade17	clade18	clade19	clade2	clade3	clade4	clade5	clade6	clade7	clade8	clade9	cohort	forma	forma.specialis	forma.specialis1	genotype	infraclass	infraorder	isolate	kingdom	morph	no.rank	no.rank1	no.rank2	no.rank3	no.rank4	parvorder	pathogroup	section	series	serogroup	serotype	species.group	species.subgroup	strain	subclass	subcohort	subfamily	subgenus	subkingdom	suborder	subphylum	subsection	subspecies	subtribe	subvariety	superclass	superfamily	superorder	superphylum	tribe	varietas
F1362_NODE_65_length_3470_cov_9.747584	YP_003915153.1	32	331	164	14	2459	3394	833	1121	1650	6.5e-16	96.7	YP_003915153.1 187 kDa polymerase [Frangipani mosaic virus]	99585	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Frangipani mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	YP_003915154.1	32	331	164	14	2459	3394	833	1121	1146	5.5e-16	96.7	YP_003915154.1 129 kDa replicase [Frangipani mosaic virus]	99585	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Frangipani mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	BAA87615.1	28.6	322	183	10	2489	3421	865	1150	1670	1.1e-15	95.9	BAA87615.1 RNA replicase [Kyuri green mottle mosaic virus]	111970	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Kyuri green mottle mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	AEW67307.2	32	331	164	14	2459	3394	833	1121	1146	9.5e-16	95.9	AEW67307.2 replicase [Frangipani mosaic virus]	99585	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Frangipani mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	AEW67306.2	32	331	164	14	2459	3394	833	1121	1650	1.1e-15	95.9	AEW67306.2 replicase large protein [Frangipani mosaic virus]	99585	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Frangipani mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	BAA87616.1	28.6	322	183	10	2489	3421	865	1150	1166	9.6e-16	95.9	BAA87616.1 RNA replicase [Kyuri green mottle mosaic virus]	111970	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Kyuri green mottle mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	NP_619685.1	28.6	322	183	10	2489	3421	865	1150	1166	1.7e-15	95.1	NP_619685.1 131 kDa replicase [Kyuri green mottle mosaic virus]	111970	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Kyuri green mottle mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	NP_619684.1	28.6	322	183	10	2489	3421	865	1150	1670	1.9e-15	95.1	NP_619684.1 189 kDa replicase [Kyuri green mottle mosaic virus]	111970	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Kyuri green mottle mosaic virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1362_NODE_65_length_3470_cov_9.747584	QKN22664.1	22.1	1075	705	33	347	3397	115	1115	1144	1.6e-15	95.1	QKN22664.1 replicase [Erysiphe necator associated ssRNA virus 8]	2743184	Viruses	NA	NA	NA	NA	NA	Erysiphe necator associated ssRNA virus 8	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified ssRNA viruses	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1409_NODE_27_length_3949_cov_121.578326	YP_009333216.1	57.1	1333	497	13	21	3947	1	1282	2241	0	1468	YP_009333216.1 RdRp [Beihai barnacle virus 2]	1922360	Viruses	NA	NA	NA	NA	NA	Beihai barnacle virus 2	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1413_NODE_95_length_2506_cov_850.644635	QGA87319.1	79.5	786	161	0	2443	86	1	786	786	0	1284.6	QGA87319.1 polymerase PB2 [Culex orthomyxo-like virus]	2665414	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Culex orthomyxo-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Orthomyxoviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1413_NODE_95_length_2506_cov_850.644635	QRD99917.1	78.8	783	166	0	2434	86	2	784	784	0	1274.6	QRD99917.1 PB2 polymerase, partial [Culex modestus orthomyxo-like virus]	2805754	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Culex modestus orthomyxo-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Orthomyxoviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1413_NODE_95_length_2506_cov_850.644635	APG77861.1	78.1	786	172	0	2443	86	1	786	786	0	1270.4	APG77861.1 polymerase PB2 [Wuhan Mosquito Virus 4]	1608129	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	ASA47293.1	99.6	785	3	0	6	2360	1	785	785	0	1572	ASA47293.1 PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	ASA47474.1	99.5	785	4	0	6	2360	1	785	785	0	1570.8	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRD99918.1	99.5	785	4	0	6	2360	1	785	785	0	1569.7	QRD99918.1 PB2 polymerase [Culex pipiens orthomyxo-like virus]	2805755	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Culex pipiens orthomyxo-like virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Orthomyxoviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRW42430.1	99.1	785	7	0	6	2360	1	785	785	0	1564.7	QRW42430.1 polymerase PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRW42440.1	99.1	785	7	0	6	2360	1	785	785	0	1563.9	QRW42440.1 polymerase PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRW42438.1	99	785	8	0	6	2360	1	785	785	0	1563.5	QRW42438.1 polymerase PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRW42437.1	99	785	8	0	6	2360	1	785	785	0	1562.4	QRW42437.1 polymerase PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRW42436.1	98.9	785	9	0	6	2360	1	785	785	0	1560.4	QRW42436.1 polymerase PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_68_length_2431_cov_7.632155	QRW42439.1	98.7	785	10	0	6	2360	1	785	785	0	1559.3	QRW42439.1 polymerase PB2 [Wuhan Mosquito Virus 6]	1608131	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Quaranjavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyploviricotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1431_NODE_141_length_3200_cov_252.367886	ASA47522.1	99.1	958	9	0	2978	105	1	958	958	0	1952.9	ASA47522.1 hypothetical protein [Hubei chryso-like virus 1]	1922855	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1431_NODE_141_length_3200_cov_252.367886	ASA47350.1	99.1	958	9	0	2978	105	1	958	958	0	1952.9	ASA47350.1 hypothetical protein [Hubei chryso-like virus 1]	1922855	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1431_NODE_141_length_3200_cov_252.367886	ASA47311.1	99.1	958	9	0	2978	105	1	958	958	0	1950.6	ASA47311.1 hypothetical protein [Hubei chryso-like virus 1]	1922855	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1431_NODE_141_length_3200_cov_252.367886	ASA47488.1	98.9	958	11	0	2978	105	1	958	958	0	1946	ASA47488.1 hypothetical protein [Hubei chryso-like virus 1]	1922855	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1431_NODE_141_length_3200_cov_252.367886	QRW42728.1	98.1	958	18	0	2978	105	1	958	958	0	1933.7	QRW42728.1 putative glycoprotein [Hubei chryso-like virus 1]	1922855	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
