qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	superkingdom	phylum	class	order	family	genus	species	biotype	clade	clade1	clade10	clade11	clade12	clade13	clade14	clade15	clade16	clade17	clade18	clade19	clade2	clade3	clade4	clade5	clade6	clade7	clade8	clade9	cohort	forma	forma.specialis	forma.specialis1	genotype	infraclass	infraorder	isolate	kingdom	morph	no.rank	no.rank1	no.rank2	no.rank3	no.rank4	parvorder	pathogroup	section	series	serogroup	serotype	species.group	species.subgroup	strain	subclass	subcohort	subfamily	subgenus	subkingdom	suborder	subphylum	subsection	subspecies	subtribe	subvariety	superclass	superfamily	superorder	superphylum	tribe	varietas
F1156_NODE_4809_length_297_cov_2.206612	YP_009054899.1	44.4	63	35	0	26	214	1902	1964	2207	2e-06	55.8	YP_009054899.1 polyprotein [Chicken picornavirus 2]	1534545	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Avisivirus	Avisivirus B	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	Chicken picornavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1156_NODE_4809_length_297_cov_2.206612	YP_009055013.1	44.4	63	35	0	26	214	145	207	450	1.8e-06	55.8	YP_009055013.1 3D [Chicken picornavirus 2]	1534545	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Avisivirus	Avisivirus B	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	Chicken picornavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1156_NODE_4809_length_297_cov_2.206612	YP_009336627.1	38.5	91	51	2	26	295	1569	1655	1912	5e-06	54.7	YP_009336627.1 hypothetical protein 1 [Wenling picorna-like virus 4]	1923532	Viruses	NA	NA	NA	NA	NA	Wenling picorna-like virus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1156_NODE_4809_length_297_cov_2.206612	YP_009333499.1	38.4	86	51	2	41	295	1352	1436	1630	4.9e-06	54.7	YP_009333499.1 hypothetical protein 2 [Beihai picorna-like virus 80]	1922628	Viruses	NA	NA	NA	NA	NA	Beihai picorna-like virus 80	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1156_NODE_4809_length_297_cov_2.206612	APG76683.1	38.4	86	51	2	41	295	1352	1436	1696	4.9e-06	54.7	APG76683.1 hypothetical protein 1 [Beihai picorna-like virus 80]	1922628	Viruses	NA	NA	NA	NA	NA	Beihai picorna-like virus 80	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1156_NODE_4809_length_297_cov_2.206612	QMU95533.1	37.8	90	54	2	26	295	1489	1576	1832	6.8e-06	54.3	QMU95533.1 hypothetical protein [Panonychus citri cripavirus]	2760861	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Panonychus citri cripavirus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Cripavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1400_NODE_25309_length_207_cov_1.026316	BBQ04783.1	82.6	69	11	1	207	1	971	1038	2869	1.4e-33	131.7	BBQ04783.1 RNA-dependent RNA polymerase [Isahaya Culex iflavirus]	2683676	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Isahaya Culex iflavirus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Iflaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1400_NODE_25309_length_207_cov_1.026316	QGA70909.1	80	70	13	1	207	1	977	1046	2840	2.7e-31	125.2	QGA70909.1 RNA-dependent RNA polymerase [Ista virus]	2651930	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	NA	Ista virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Picornaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1612_NODE_11_length_1726_cov_17.274087	QED21519.1	37.3	565	340	8	54	1724	426	984	1528	1.6e-103	353.2	QED21519.1 putative replicase [Stamford virus]	2600335	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	NA	Stamford virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Picornaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1612_NODE_103_length_622_cov_11.486772	QED21520.1	34.7	173	107	2	108	614	5	175	888	6.5e-21	101.7	QED21520.1 putative capsid [Stamford virus]	2600335	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	NA	Stamford virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Picornaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1612_NODE_103_length_622_cov_11.486772	YP_009337368.1	34.8	135	86	1	198	596	351	485	1181	2e-19	97.4	YP_009337368.1 hypothetical protein 3 [Hubei picorna-like virus 66]	1923149	Viruses	NA	NA	NA	NA	NA	Hubei picorna-like virus 66	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	unclassified RNA viruses ShiM-2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1612_NODE_198_length_462_cov_18.233415	QED21519.1	42.5	153	88	0	3	461	962	1114	1528	1.6e-30	127.1	QED21519.1 putative replicase [Stamford virus]	2600335	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	NA	Stamford virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthornavirae	NA	unclassified Picornaviridae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1612_NODE_198_length_462_cov_18.233415	QQM16262.1	47.6	145	75	1	27	461	2765	2908	4104	5.2e-29	122.9	QQM16262.1 putative replicase [Jaksystermes virus]	2796597	Viruses	NA	NA	NA	NA	NA	Jaksystermes virus	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
