qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	superkingdom	phylum	class	order	family	genus	species	biotype	clade	clade1	clade10	clade11	clade12	clade13	clade14	clade15	clade16	clade17	clade18	clade19	clade2	clade3	clade4	clade5	clade6	clade7	clade8	clade9	cohort	forma	forma.specialis	forma.specialis1	genotype	infraclass	infraorder	isolate	kingdom	morph	no.rank	no.rank1	no.rank2	no.rank3	no.rank4	parvorder	pathogroup	section	series	serogroup	serotype	species.group	species.subgroup	strain	subclass	subcohort	subfamily	subgenus	subkingdom	suborder	subphylum	subsection	subspecies	subtribe	subvariety	superclass	superfamily	superorder	superphylum	tribe	varietas
F1414_NODE_1292_length_839_cov_10.750000	QRF54817.1	31.7	202	97	7	750	160	1	166	202	1e-07	62.8	QRF54817.1 hypothetical protein [Beauveria bassiana polymycovirus 4]	2807728	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_213_length_1780_cov_2.464928	QHG11068.1	48.2	556	287	1	1740	76	41	596	614	7.4e-169	504.2	QHG11068.1 methyl transferase [Plasmopara viticola lesion associated polymycovirus 1]	2695348	Viruses	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_213_length_1780_cov_2.464928	QVK45098.1	48.7	556	284	1	1740	76	41	596	614	7.4e-169	504.2	QVK45098.1 methyltransferase [Alternaria alternata polymycovirus 1]	2836783	Viruses	NA	NA	NA	NA	NA	Alternaria alternata polymycovirus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_213_length_1780_cov_2.464928	QRF54815.1	47.8	569	293	3	1743	49	40	608	617	2.6e-159	479.9	QRF54815.1 methyl transferase [Beauveria bassiana polymycovirus 4]	2807728	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_1827_length_763_cov_1.782486	QRF54814.1	59.1	254	104	0	1	762	1	254	699	2.4e-87	283.9	QRF54814.1 hypothetical protein [Beauveria bassiana polymycovirus 4]	2807728	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_1827_length_763_cov_1.782486	QVU39978.1	59.6	255	102	1	1	762	1	255	697	3.2e-87	283.5	QVU39978.1 hypothetical protein [Magnaporthe oryzae polymycovirus 1]	2509266	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Magnaporthe oryzae polymycovirus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_1827_length_763_cov_1.782486	CAD7829824.1	58.3	254	106	0	1	762	1	254	697	6.3e-87	282.7	CAD7829824.1 putative scaffold protein [Beauveria bassiana polymycovirus 3]	1740648	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 3	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_1827_length_763_cov_1.782486	YP_010086047.1	58.8	255	104	1	1	762	1	255	697	7.4e-85	277.3	YP_010086047.1 hypothetical protein KM556_s2gp1 [Magnaporthe oryzae polymycovirus 1]	2509266	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Magnaporthe oryzae polymycovirus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_4693_length_463_cov_1.990196	CAD7829824.1	53.6	153	71	0	3	461	401	553	697	7.3e-45	166.8	CAD7829824.1 putative scaffold protein [Beauveria bassiana polymycovirus 3]	1740648	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 3	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_4693_length_463_cov_1.990196	QRF54814.1	54.7	150	68	0	12	461	404	553	699	2.7e-44	165.2	QRF54814.1 hypothetical protein [Beauveria bassiana polymycovirus 4]	2807728	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_4693_length_463_cov_1.990196	QVK45097.1	53.3	152	71	0	6	461	401	552	696	4.7e-42	159.1	QVK45097.1 hypothetical protein [Alternaria alternata polymycovirus 1]	2836783	Viruses	NA	NA	NA	NA	NA	Alternaria alternata polymycovirus 1	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_4693_length_463_cov_1.990196	ACL80752.1	53.3	152	71	0	6	461	401	552	696	4.7e-42	159.1	ACL80752.1 hypothetical protein [Alternaria sp. FA0703]	588201	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp. FA0703	NA	Opisthokonta	saccharomyceta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	leotiomyceta	dothideomyceta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fungi	NA	cellular organisms	unclassified Alternaria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pleosporomycetidae	NA	NA	NA	Dikarya	Pleosporineae	Pezizomycotina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_5910_length_406_cov_1.404558	CUS18599.1	66.4	134	45	0	2	403	605	738	767	1.1e-50	182.6	CUS18599.1 RNA dependent RNA polymerase [Beauveria bassiana polymycovirus 2]	1740647	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 2	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_5910_length_406_cov_1.404558	CAD7829823.1	64.9	134	47	0	2	403	605	738	767	2e-50	181.8	CAD7829823.1 RNA-dependent RNA polymerase [Beauveria bassiana polymycovirus 3]	1740648	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 3	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_5910_length_406_cov_1.404558	QRF54813.1	66.2	136	43	2	2	403	605	739	768	3.9e-50	181	QRF54813.1 RNA-dependent RNA polymerase [Beauveria bassiana polymycovirus 4]	2807728	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1497_NODE_658_length_1253_cov_2739.704508	QRF54817.1	32.3	189	111	7	578	1123	24	202	202	0.00065	52.8	QRF54817.1 hypothetical protein [Beauveria bassiana polymycovirus 4]	2807728	Viruses	NA	NA	NA	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4	NA	Riboviria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unclassified Polymycovirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
