nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NC_033188	NC_033188_Sanxia_permutotetra-like_virus_1	NC_033188_Sanxia_permutotetra-like_virus_1	Gerridae	Gerridae	China	China	2013	4650	Sanxia permutotetra-like virus 1 strain SXSSP2461 RdRp and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033196	NC_033196_Sanxia_water_strider_virus_19	NC_033196_Sanxia_water_strider_virus_19	Gerridae	Gerridae	China	China	2014	4981	Sanxia water strider virus 19 strain SXSSP2568 RdRp and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033216	NC_033216_Hubei_permutotetra-like_virus_8	NC_033216_Hubei_permutotetra-like_virus_8	Nematoda	Nematoda	China	China	2014	5117	Hubei permutotetra-like virus 8 strain WHSWHC54546 RdRp, putative capsid protein, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033233	NC_033233_Hubei_permutotetra-like_virus_5	NC_033233_Hubei_permutotetra-like_virus_5	Scutigera coleoptrata	Scutigera	China	China	2013	4886	Hubei permutotetra-like virus 5 strain WHYY24053 RdRp and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_033251	NC_033251_Hubei_permutotetra-like_virus_9	NC_033251_Hubei_permutotetra-like_virus_9	Orthoptera	Orthoptera	China	China	2013	5032	Hubei permutotetra-like virus 9 strain ZCM21318 RdRp and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_030845	NC_030845_Egaro_virus	NC_030845_Egaro_virus	NA	NA	USA	USA	2016	4268	Egaro virus RNA-dependent RNA polymerase and coat protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028489	NC_028489_Daeseongdong_virus_2	NC_028489_Daeseongdong_virus_2	Culex pipiens	Culex	South Korea	South Korea: Daeseongdong	2012	4742	Daeseongdong virus 2 strain A12.2549/ROK/2012, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028381	NC_028381_Aphis_glycines_virus_2	NC_028381_Aphis_glycines_virus_2	Aphis glycines	Aphis	USA	USA	2010	4850	Aphis glycines virus 2 isolate AGV 1-IA replicase, putative readthrough protein, and coat protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_012958	NC_012958_Drosophila_A_virus	NC_012958_Drosophila_A_virus	Drosophila melanogaster	Drosophila	Australia	Australia	NA	4806	Drosophila A virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_003412	NC_003412_Euprosterna_elaeasa_virus	NC_003412_Euprosterna_elaeasa_virus	NA	NA	NA	NA	NA	5698	Euprosterna elaeasa virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP858841	OP858841_Sarawak_virus	OP858841_Sarawak_virus	Aedes albopictus	Aedes	China	China: Yunnan	2020	574	Sarawak virus isolate MLP365 ORF gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955104	ON955104_Inari_permutotetravirus	ON955104_Inari_permutotetravirus	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Inari	2015	4776	MAG: Inari permutotetravirus isolate FIN/L-2018/85 putative RNA-dependent RNA polymerase and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955105	ON955105_Inari_permutotetravirus	ON955105_Inari_permutotetravirus	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Inari	2015	4767	MAG: Inari permutotetravirus isolate FIN/L-2018/86 putative RNA-dependent RNA polymerase and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955106	ON955106_Inari_permutotetravirus	ON955106_Inari_permutotetravirus	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Enontekio	2015	4667	MAG: Inari permutotetravirus isolate FIN/L-2018/89 putative RNA-dependent RNA polymerase and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955107	ON955107_Inari_permutotetravirus	ON955107_Inari_permutotetravirus	Ochlerotatus cf. punctor/punctodes	Ochlerotatus	Finland	Finland: Pohjois-Pohjanmaa, Kuusamo	2015	4720	MAG: Inari permutotetravirus isolate FIN/PP-2018/04 putative RNA-dependent RNA polymerase and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP264914	OP264914_Daeseongdong_virus_2	OP264914_Daeseongdong_virus_2	Culex pipiens	Culex	France	France	2015	4789	MAG: Daeseongdong virus 2 isolate France_2015 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314616	MW314616_Lasius_neglectus_permutotetra-like_virus_1	MW314616_Lasius_neglectus_permutotetra-like_virus_1	Lasius neglectus	Lasius	Italy	Italy	2014	4845	Lasius neglectus permutotetra-like virus 1 from Italy, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700211	OL700211_XiangYun_permutotetra-like_virus	OL700211_XiangYun_permutotetra-like_virus	Culex pipiens	Culex	China	China: Yunnan	2018	3260	MAG: XiangYun permutotetra-like virus isolate 152130 RNA-dependent RNA polymerase gene, partial cds; putative capsid protein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218695	MZ218695_Permutotetraviridae_sp_	MZ218695_Permutotetraviridae_sp.	NA	NA	China	China	2018	5893	MAG: Permutotetraviridae sp. isolate s59-k141_1064847 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218708	MZ218708_Permutotetraviridae_sp_	MZ218708_Permutotetraviridae_sp.	NA	NA	China	China	2017	2211	MAG: Permutotetraviridae sp. isolate 39R-k141_155119 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218709	MZ218709_Permutotetraviridae_sp_	MZ218709_Permutotetraviridae_sp.	NA	NA	China	China	2018	4775	MAG: Permutotetraviridae sp. isolate R25-k141_1556058 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218715	MZ218715_Permutotetraviridae_sp_	MZ218715_Permutotetraviridae_sp.	NA	NA	China	China	2017	1926	MAG: Permutotetraviridae sp. isolate 120-k141_174502 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218721	MZ218721_Permutotetraviridae_sp_	MZ218721_Permutotetraviridae_sp.	NA	NA	China	China	2018	1289	MAG: Permutotetraviridae sp. isolate R83-k141_231990 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218722	MZ218722_Permutotetraviridae_sp_	MZ218722_Permutotetraviridae_sp.	NA	NA	China	China	2017	4831	MAG: Permutotetraviridae sp. isolate 34-k141_251164 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218726	MZ218726_Permutotetraviridae_sp_	MZ218726_Permutotetraviridae_sp.	NA	NA	China	China	2017	4855	MAG: Permutotetraviridae sp. isolate 185-k141_283110 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218732	MZ218732_Permutotetraviridae_sp_	MZ218732_Permutotetraviridae_sp.	NA	NA	China	China	2017	4420	MAG: Permutotetraviridae sp. isolate 51-k141_319542 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218737	MZ218737_Permutotetraviridae_sp_	MZ218737_Permutotetraviridae_sp.	NA	NA	China	China	2017	5860	MAG: Permutotetraviridae sp. isolate 174-k141_43091 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218742	MZ218742_Permutotetraviridae_sp_	MZ218742_Permutotetraviridae_sp.	NA	NA	China	China	2018	4701	MAG: Permutotetraviridae sp. isolate R82-k141_485301 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218743	MZ218743_Permutotetraviridae_sp_	MZ218743_Permutotetraviridae_sp.	NA	NA	China	China	2017	4116	MAG: Permutotetraviridae sp. isolate 120-k141_49025 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218757	MZ218757_Permutotetraviridae_sp_	MZ218757_Permutotetraviridae_sp.	NA	NA	China	China	2018	2502	MAG: Permutotetraviridae sp. isolate R7-k141_894051 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ218758	MZ218758_Permutotetraviridae_sp_	MZ218758_Permutotetraviridae_sp.	NA	NA	China	China	2017	2903	MAG: Permutotetraviridae sp. isolate 157-k141_90250 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW317140	MW317140_ssRNA_positive-strand_virus_sp_	MW317140_ssRNA_positive-strand_virus_sp.	Anopheles	Anopheles	China	China	2018	2435	MAG: SsRNA positive-strand virus sp. isolate LS_80 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209846	MZ209846_Sanya_permutotetravirus_1	MZ209846_Sanya_permutotetravirus_1	Conocephalus melaenus	Conocephalus	China	China	2017	4530	MAG: Sanya permutotetravirus 1 isolate DCZSY188, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209962	MZ209962_Sanya_permutotetravirus_1	MZ209962_Sanya_permutotetravirus_1	Ochthera mantis	Ochthera	China	China	2017	4717	MAG: Sanya permutotetravirus 1 isolate TSYSY99, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209963	MZ209963_Sanya_permutotetravirus_2	MZ209963_Sanya_permutotetravirus_2	Ochthera mantis	Ochthera	China	China	2017	4648	MAG: Sanya permutotetravirus 2 isolate TSYSY93, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209964	MZ209964_Sanya_permutotetravirus_3	MZ209964_Sanya_permutotetravirus_3	Ochthera mantis	Ochthera	China	China	2017	4706	MAG: Sanya permutotetravirus 3 isolate TSYSY98, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209769	MZ209769_Guiyang_permutotetra-like_virus_1	MZ209769_Guiyang_permutotetra-like_virus_1	Argiope bruennichi	Argiope	China	China	2016	4520	MAG: Guiyang permutotetra-like virus 1 isolate YZZGZ241114, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209785	MZ209785_Guiyang_cletus_punctiger_permutotetra-like_virus_1	MZ209785_Guiyang_cletus_punctiger_permutotetra-like_virus_1	Cletus punctiger	Cletus	China	China	2016	5413	MAG: Guiyang cletus punctiger permutotetra-like virus 1 isolate CYCGY187419, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209786	MZ209786_Guiyang_permutotetra-like_virus_2	MZ209786_Guiyang_permutotetra-like_virus_2	Cletus punctiger	Cletus	China	China	2016	5092	MAG: Guiyang permutotetra-like virus 2 isolate CYCGY188014, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209854	MZ209854_Sanya_permutotetra-like_virus_1	MZ209854_Sanya_permutotetra-like_virus_1	Cletus punctiger	Cletus	China	China	2017	5397	MAG: Sanya permutotetra-like virus 1 isolate DJYCSY43, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209857	MZ209857_Sanya_permutotetra-like_virus_2	MZ209857_Sanya_permutotetra-like_virus_2	Cletus punctiger	Cletus	China	China	2017	5390	MAG: Sanya permutotetra-like virus 2 isolate DJYCSY9, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ209858	MZ209858_Sanya_permutotetra-like_virus_3	MZ209858_Sanya_permutotetra-like_virus_3	Cletus punctiger	Cletus	China	China	2017	5461	MAG: Sanya permutotetra-like virus 3 isolate DJYCSY38, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW239486	MW239486_Riboviria_sp_	MW239486_Riboviria_sp.	Tarsiger cyanurus	Tarsiger	China	China	2018	2222	MAG: Riboviria sp. isolate robin181con52 hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW239550	MW239550_Riboviria_sp_	MW239550_Riboviria_sp.	Emberiza tristrami	Emberiza	China	China	2018	1586	MAG: Riboviria sp. isolate TristramsBunting102con7 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ375162	MZ375162_Riboviria_sp_	MZ375162_Riboviria_sp.	Phrynocephalus erythrurus	Phrynocephalus	China	China	2020	4706	MAG: Riboviria sp. isolate 1PE-RDRP-13 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ375189	MZ375189_Riboviria_sp_	MZ375189_Riboviria_sp.	Phrynocephalus erythrurus	Phrynocephalus	China	China	2020	2517	MAG: Riboviria sp. isolate 3PE-RDRP-14 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ375203	MZ375203_Riboviria_sp_	MZ375203_Riboviria_sp.	Phrynocephalus theobaldi	Phrynocephalus	China	China	2020	2154	MAG: Riboviria sp. isolate 4PT-RDRP-6 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT753154	MT753154_Sanxia_permutotetra-like_virus_1	MT753154_Sanxia_permutotetra-like_virus_1	Coquillettidia richiardii	Coquillettidia	Russia	Russia: Novosibirsk reg.	2019	4670	Sanxia permutotetra-like virus 1 isolate Koltsovo/SPLV1/2019 putative RNA-dependent RNA polymerase, hypothetical protein, and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ328306	MZ328306_Rhodnius_prolixus_virus_3	MZ328306_Rhodnius_prolixus_virus_3	Rhodnius prolixus	Rhodnius	Brazil	Brazil	NA	5041	Rhodnius prolixus virus 3 putative RdRp and structural protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ328307	MZ328307_Rhodnius_prolixus_virus_4	MZ328307_Rhodnius_prolixus_virus_4	Rhodnius prolixus	Rhodnius	Brazil	Brazil	NA	5005	Rhodnius prolixus virus 4 putative RdRp and structural protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ328310	MZ328310_Rhodnius_prolixus_virus_7	MZ328310_Rhodnius_prolixus_virus_7	Rhodnius prolixus	Rhodnius	Brazil	Brazil	NA	5005	Rhodnius prolixus virus 7 putative RdRp and structural protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW676133	MW676133_Hypera_postica_associated_permutotetravirus	MW676133_Hypera_postica_associated_permutotetravirus	Hypera postica	Hypera	France	France	2015	4788	Hypera postica associated permutotetravirus isolate Restinclieres/2015 RNA-dependent RNA polymerase and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT896207	MT896207_Aedes_permutotetra-like_virus_1	MT896207_Aedes_permutotetra-like_virus_1	Aedes aegypti	Aedes	Brazil	Brazil	2017	4015	Aedes permutotetra-like virus 1 strain APLV1/AP60/BR RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW033624	MW033624_Aphis_glycines_virus_2	MW033624_Aphis_glycines_virus_2	Neohydatothrips variabilis	Neohydatothrips	USA	USA	2018	4807	Aphis glycines virus 2 strain STN1AV2 replicase, putative readthrough protein, and coat protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC536111	LC536111_Permutotetraviridae_sp_	LC536111_Permutotetraviridae_sp.	Aedes albopictus	Aedes	Indonesia	Indonesia:West Java, Bogor	2017	5319	Permutotetraviridae sp. BGV/MQ/34/Bogor/2017 gene for ORF2, ORF1 complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138111	MT138111_Nodaviridae_sp_	MT138111_Nodaviridae_sp.	Aves	Aves	China	China	2018	4920	MAG: Nodaviridae sp. isolate dwb062nod2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138184	MT138184_Riboviria_sp_	MT138184_Riboviria_sp.	Emberiza chrysophrys	Emberiza	China	China	2018	4286	MAG: Riboviria sp. isolate ybb150shi02 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138186	MT138186_Riboviria_sp_	MT138186_Riboviria_sp.	Emberiza elegans	Emberiza	China	China	2018	5119	MAG: Riboviria sp. isolate ytb135shi03 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138189	MT138189_Riboviria_sp_	MT138189_Riboviria_sp.	Lanius cristatus	Lanius	China	China	2018	5017	MAG: Riboviria sp. isolate bsk136shi01 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138191	MT138191_Riboviria_sp_	MT138191_Riboviria_sp.	Lanius cristatus	Lanius	China	China	2018	4683	MAG: Riboviria sp. isolate bsk136shi06 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT138205	MT138205_Riboviria_sp_	MT138205_Riboviria_sp.	Zosterops erythropleurus	Zosterops	China	China	2018	4944	MAG: Riboviria sp. isolate cfe153shi05 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN832441	MN832441_Viola_philippica_permutotetra_like_virus	MN832441_Viola_philippica_permutotetra_like_virus	NA	NA	NA	NA	NA	4393	Viola philippica permutotetra like virus strain pt175-lat-13 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN933893	MN933893_Riboviria_sp_	MN933893_Riboviria_sp.	Dendrocopos leucotos	Dendrocopos	China	China	2018	4863	MAG: Riboviria sp. isolate wpk049shi04 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN933895	MN933895_Riboviria_sp_	MN933895_Riboviria_sp.	Dendrocopos leucotos	Dendrocopos	China	China	2018	4068	MAG: Riboviria sp. isolate wpk049shi06 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN933898	MN933898_Riboviria_sp_	MN933898_Riboviria_sp.	Phylloscopus schwarzi	Phylloscopus	China	China	2018	4418	MAG: Riboviria sp. isolate wwb174shi05 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN982394	MN982394_Scaphoideus_titanus_permutotetra-like_virus_1	MN982394_Scaphoideus_titanus_permutotetra-like_virus_1	Scaphoideus titanus	Scaphoideus	USA	USA	2018	5239	Scaphoideus titanus permutotetra-like virus 1 isolate St_USA RNA-directed RNA polymerase and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784079	MN784079_Smithfield_permutotetra-like_virus	MN784079_Smithfield_permutotetra-like_virus	Arthropoda	Arthropoda	Australia	Australia: Smithfield	2018	4691	Smithfield permutotetra-like virus strain SmPLV 205535 hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784080	MN784080_Smithfield_permutotetra-like_virus	MN784080_Smithfield_permutotetra-like_virus	Arthropoda	Arthropoda	Australia	Australia: Packers Camp	2018	4594	Smithfield permutotetra-like virus strain SmPLV 205542 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN784081	MN784081_Smithfield_permutotetra-like_virus	MN784081_Smithfield_permutotetra-like_virus	Arthropoda	Arthropoda	Australia	Australia: Port Douglas	2018	4314	Smithfield permutotetra-like virus strain SmPLV 205552 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC505019	LC505019_Culex_permutotetra-like_virus	LC505019_Culex_permutotetra-like_virus	Culex	Culex	Ghana	Ghana: Damongo	2016	5402	Culex permutotetra-like virus 16GH6 genomic RNA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN565051	MN565051_Vespa_velutina_associated_permutotetra-like_virus_1	MN565051_Vespa_velutina_associated_permutotetra-like_virus_1	Vespa velutina nigrithorax	Vespa	NA	NA	NA	4851	Vespa velutina associated permutotetra-like virus 1 isolate VVAPeLV1/144I, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN565052	MN565052_Vespa_velutina_associated_permutotetra-like_virus_2	MN565052_Vespa_velutina_associated_permutotetra-like_virus_2	Vespa velutina nigrithorax	Vespa	NA	NA	NA	4742	Vespa velutina associated permutotetra-like virus 2 isolate VVAPeLV2/144I, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188027	MH188027_Culex_Daeseongdong-like_virus	MH188027_Culex_Daeseongdong-like_virus	Culex	Culex	USA	USA	2016	4816	Culex Daeseongdong-like virus strain CDaeVL/Kern, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH384282	MH384282_Drosophila_A_virus	MH384282_Drosophila_A_virus	Drosophila melanogaster	Drosophila	Australia	Australia: Hunter Valley	2008	4783	Drosophila A virus strain DAV-HUNminus7422 RNA-dependent RNA polymerase and capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH384290	MH384290_Drosophila_A_virus	MH384290_Drosophila_A_virus	Drosophila melanogaster	Drosophila	Australia	Australia: Hunter Valley	2008	4786	Drosophila A virus strain HUNplus12794 RNA-dependent RNA polymerase and capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH384302	MH384302_Newfield_virus	MH384302_Newfield_virus	Drosophila melanogaster	Drosophila	Australia	Australia: Maryborough	2008	4743	Newfield virus strain MARminus3606 putative RNA-dependent RNA polymerase and orf2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH384307	MH384307_Newfield_virus	MH384307_Newfield_virus	Drosophila melanogaster	Drosophila	Australia	Australia: Maryborough	2008	4743	Newfield virus strain MARplus10845 putative RNA-dependent RNA polymerase and orf2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH384369	MH384369_Drosophila_A_virus	MH384369_Drosophila_A_virus	Drosophila melanogaster	Drosophila	Australia	Australia: Melbourne	2008	4783	Drosophila A virus strain MEL181D RNA-dependent RNA polymerase and capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX604243	KX604243_Aphis_glycines_virus_2	KX604243_Aphis_glycines_virus_2	Aphis glycines	Aphis	USA	USA	2009	4786	Aphis glycines virus 2 isolate S1-IA P1, CP-RTD, and P2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883437	KX883437_Beihai_sphaeromadae_virus_4	KX883437_Beihai_sphaeromadae_virus_4	Oniscidea	Oniscidea	China	China	2014	6096	Beihai sphaeromadae virus 4 strain BHTSS17969 RdRp and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883439	KX883439_Shuangao_permutotetra-like_virus_1	KX883439_Shuangao_permutotetra-like_virus_1	Hexapoda	Hexapoda	China	China	2013	2082	Shuangao permutotetra-like virus 1 strain insectZJ82042 RdRp gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883440	KX883440_Hubei_permutotetra-like_virus_11	KX883440_Hubei_permutotetra-like_virus_11	Culicidae	Culicidae	China	China	2013	4775	Hubei permutotetra-like virus 11 strain mosHB234479 RdRp and putative capsid protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883446	KX883446_Hubei_permutotetra-like_virus_1	KX883446_Hubei_permutotetra-like_virus_1	Odonata	Odonata	China	China	2013	4668	Hubei permutotetra-like virus 1 strain QTM46259 RdRp and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
