nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NC_033243	NC_033243_Hubei_odonate_virus_4	NC_033243_Hubei_odonate_virus_4	Odonata	Odonata	China	China	2013	9596	Hubei odonate virus 4 strain QTM161803 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032435	NC_032435_Shahe_heteroptera_virus_2	NC_032435_Shahe_heteroptera_virus_2	Arthropoda	Arthropoda	China	China	2013	9893	Shahe heteroptera virus 2 strain SHWC01c3694 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032218	NC_032218_Hubei_myriapoda_virus_1	NC_032218_Hubei_myriapoda_virus_1	Myriapoda	Myriapoda	China	China	2013	10283	Hubei myriapoda virus 1 strain WGML505798 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_032087	NC_032087_Euscelidius_variegatus_virus_1	NC_032087_Euscelidius_variegatus_virus_1	Euscelidius variegatus	Euscelidius	Italy	Italy	NA	10623	Euscelidius variegatus virus 1 isolate to-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_031749	NC_031749_King_virus	NC_031749_King_virus	NA	NA	USA	USA	2016	10193	King virus strain UWV2 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_031338	NC_031338_Moku_virus	NC_031338_Moku_virus	Vespula pensylvanica	Vespula	USA	USA: Hawaii	NA	10056	Moku virus isolate Big Island, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_027917	NC_027917_Opsiphanes_invirae_iflavirus_1	NC_027917_Opsiphanes_invirae_iflavirus_1	Opsiphanes invirae	Opsiphanes	Brazil	Brazil	2012	9855	Opsiphanes invirae iflavirus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_027713	NC_027713_Bombyx_mori_iflavirus	NC_027713_Bombyx_mori_iflavirus	Bombyx mori	Bombyx	Japan	Japan:Shimane, Makurase	2014	10119	Bombyx mori iflavirus gene for polyprotein, complete cds, strain: BMI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_026250	NC_026250_Thaumetopoea_pityocampa_iflavirus_1	NC_026250_Thaumetopoea_pityocampa_iflavirus_1	Thaumetopoea pityocampa	Thaumetopoea	Turkey	Turkey	2014	9816	Thaumetopoea pityocampa iflavirus 1 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025835	NC_025835_Dinocampus_coccinellae_paralysis_virus	NC_025835_Dinocampus_coccinellae_paralysis_virus	Dinocampus coccinellae	Dinocampus	Canada	Canada: Quebec	2009	10192	Dinocampus coccinellae paralysis virus strain Quebec2013, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025788	NC_025788_Laodelphax_striatellus_picorna-like_virus_2	NC_025788_Laodelphax_striatellus_picorna-like_virus_2	Laodelphax striatellus	Laodelphax	South Korea	South Korea	2011	10889	Laodelphax striatellus picorna-like virus 2 isolate LsPV2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_024497	NC_024497_Lymantria_dispar_iflavirus_1	NC_024497_Lymantria_dispar_iflavirus_1	NA	NA	USA	USA	2011	10044	Lymantria dispar iflavirus 1 isolate Ames, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_024016	NC_024016_Heliconius_erato_iflavirus	NC_024016_Heliconius_erato_iflavirus	Heliconius erato	Heliconius	Costa Rica	Costa Rica	2011	9910	Heliconius erato iflavirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_023676	NC_023676_Spodoptera_exigua_iflavirus_2	NC_023676_Spodoptera_exigua_iflavirus_2	Spodoptera exigua	Spodoptera	South Korea	South Korea	2010	9501	Spodoptera exigua iflavirus 2 isolate Korean, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_023627	NC_023627_Laodelphax_striatella_honeydew_virus_1	NC_023627_Laodelphax_striatella_honeydew_virus_1	Laodelphax striatellus	Laodelphax	China	China	2013	10929	Laodelphax striatella honeydew virus 1 isolate Nanjing, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_023483	NC_023483_Antheraea_pernyi_iflavirus	NC_023483_Antheraea_pernyi_iflavirus	Antheraea pernyi	Antheraea	China	China	NA	10176	Antheraea pernyi iflavirus isolate LnApIV-02, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_023022	NC_023022_Formica_exsecta_virus_2	NC_023022_Formica_exsecta_virus_2	Formica exsecta	Formica	Finland	Finland	NA	9160	Formica exsecta virus 2 isolate Fex2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_021566	NC_021566_Nilaparvata_lugens_honeydew_virus-2	NC_021566_Nilaparvata_lugens_honeydew_virus-2	Nilaparvata lugens	Nilaparvata	Japan	Japan	NA	10985	Nilaparvata lugens honeydew virus-2 genomic RNA, complete genome, isolate: Izumo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_021567	NC_021567_Nilaparvata_lugens_honeydew_virus-3	NC_021567_Nilaparvata_lugens_honeydew_virus-3	Nilaparvata lugens	Nilaparvata	Japan	Japan	NA	10600	Nilaparvata lugens honeydew virus-3 genomic RNA, complete genome, isolate: Kagoshima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_009530	NC_009530_Brevicoryne_brassicae_virus	NC_009530_Brevicoryne_brassicae_virus	Brevicoryne brassicae	Brevicoryne	United Kingdom	United Kingdom: Warwick	NA	10180	Brevicoryne brassicae picorna-like virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_005092	NC_005092_Ectropis_obliqua_virus	NC_005092_Ectropis_obliqua_virus	Ectropis obliqua	Ectropis	NA	NA	NA	9394	Ectropis obliqua picorna-like virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_003113	NC_003113_Perina_nuda_virus	NC_003113_Perina_nuda_virus	NA	NA	NA	NA	NA	9476	Perina nuda virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_002066	NC_002066_Sacbrood_virus	NC_002066_Sacbrood_virus	NA	NA	NA	NA	NA	8832	Sacbrood virus complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884032	OP884032_Army_ant_associated_iflavirus_4	OP884032_Army_ant_associated_iflavirus_4	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	8220	MAG: Army ant associated iflavirus 4 isolate MGN-3_G02 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884033	OP884033_Army_ant_associated_iflavirus_5	OP884033_Army_ant_associated_iflavirus_5	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	6678	MAG: Army ant associated iflavirus 5 isolate MGN-3_G03 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884034	OP884034_Army_ant_associated_iflavirus_6	OP884034_Army_ant_associated_iflavirus_6	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	4839	MAG: Army ant associated iflavirus 6 isolate MGN-1_F09 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884035	OP884035_Army_ant_associated_iflavirus_7	OP884035_Army_ant_associated_iflavirus_7	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	2895	MAG: Army ant associated iflavirus 7 isolate MGN-3_H08 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884036	OP884036_Army_ant_associated_iflavirus_7	OP884036_Army_ant_associated_iflavirus_7	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	3894	MAG: Army ant associated iflavirus 7 isolate MGN-3_G02 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP884037	OP884037_Army_ant_associated_iflavirus_8	OP884037_Army_ant_associated_iflavirus_8	Dorylus sp.	Dorylus	Gabon	Gabon: Ogoou-Ivindo region	2019	8949	MAG: Army ant associated iflavirus 8 isolate MGN-3_D09 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON811754	ON811754_Hubei_picorna-like_virus_44	ON811754_Hubei_picorna-like_virus_44	Haemaphysalis hystricis	Haemaphysalis	China	China:Guizhou	2019	9511	MAG: Hubei picorna-like virus 44 isolate TIGMIC_1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON811761	ON811761_Hubei_picorna-like_virus_44	ON811761_Hubei_picorna-like_virus_44	Haemaphysalis hystricis	Haemaphysalis	China	China:Guizhou	2019	9519	MAG: Hubei picorna-like virus 44 isolate TIGMIC_2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON811762	ON811762_Iflaviridae_sp_	ON811762_Iflaviridae_sp.	Ixodes ovatus	Ixodes	China	China:Linzhi	2018	8263	MAG: Iflaviridae sp. isolate TIGMIC_2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON811763	ON811763_Iflaviridae_sp_	ON811763_Iflaviridae_sp.	Ixodes ovatus	Ixodes	China	China:Lhasa	2018	8263	MAG: Iflaviridae sp. isolate TIGMIC_3, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON811764	ON811764_Iflaviridae_sp_	ON811764_Iflaviridae_sp.	Ixodes ovatus	Ixodes	China	China:Lhasa	2018	8310	MAG: Iflaviridae sp. isolate TIGMIC_4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON812448	ON812448_Picornaviridae_sp_	ON812448_Picornaviridae_sp.	NA	NA	China	China:Jinan	2018	10418	MAG: Picornaviridae sp. isolate TIGMIC_1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM744330	OM744330_Sacbrood_virus	OM744330_Sacbrood_virus	Apis cerana	Apis	China	China: Tianjin	2019	8780	MAG: Sacbrood virus isolate Tianjin/2019, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746399	ON746399_Linzhi_Iflav_tick_virus_1	ON746399_Linzhi_Iflav_tick_virus_1	Ixodes ovatus	Ixodes	China	China: Tibet	2018	8334	MAG: Linzhi Iflav tick virus 1 isolate TIGMIC 1 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746503	ON746503_Jinan_Picor_tick_virus_1	ON746503_Jinan_Picor_tick_virus_1	NA	NA	China	China: Shandong	2018	10423	MAG: Jinan Picor tick virus 1 isolate TIGMIC 3 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP649595	OP649595_Recilia_dorsalis_iflavirus_2	OP649595_Recilia_dorsalis_iflavirus_2	Recilia dorsalis	Recilia	NA	NA	NA	10711	Recilia dorsalis iflavirus 2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP349063	OP349063_Anagyrus_vladimiri_iflavirus	OP349063_Anagyrus_vladimiri_iflavirus	Anagyrus vladimiri	Anagyrus	Israel	Israel	2019	10331	Anagyrus vladimiri iflavirus polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955063	ON955063_Hanko_iflavirus_1	ON955063_Hanko_iflavirus_1	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Lappi, Salla	2015	3831	MAG: Hanko iflavirus 1 isolate FIN/L-2018/24 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955064	ON955064_Hanko_iflavirus_1	ON955064_Hanko_iflavirus_1	Ochlerotatus intrudens	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	1401	MAG: Hanko iflavirus 1 isolate FIN/PK-2018/80 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955110	ON955110_Jotan_virus	ON955110_Jotan_virus	NA	NA	Finland	Finland: Varsinais-Suomi, Kustavi	2017	1001	MAG: Jotan virus isolate FIN/VS-2017/99-1 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955111	ON955111_Jotan_virus	ON955111_Jotan_virus	NA	NA	Finland	Finland: Varsinais-Suomi, Kustavi	2017	1049	MAG: Jotan virus isolate FIN/VS-2017/99-2 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955112	ON955112_Jotan_virus	ON955112_Jotan_virus	NA	NA	Finland	Finland: Varsinais-Suomi, Kustavi	2017	1207	MAG: Jotan virus isolate FIN/VS-2017/99-3 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP264887	OP264887_Aedes_vexans_iflavirus	OP264887_Aedes_vexans_iflavirus	Culex pipiens	Culex	Tunisia	Tunisia	2015	9537	MAG: Aedes vexans iflavirus isolate Mediterranean_2015 genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314629	MW314629_Myrmica_rubra_picorna-like_virus_11	MW314629_Myrmica_rubra_picorna-like_virus_11	Myrmica rubra	Myrmica	Italy	Italy	2014	8887	Myrmica rubra picorna-like virus 11 from Italy, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW314659	MW314659_Deformed_wing_virus	MW314659_Deformed_wing_virus	Myrmica rubra	Myrmica	Italy	Italy	2014	4562	Deformed wing virus from Italy genomic sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON620343	ON620343_Sacbrood_virus	ON620343_Sacbrood_virus	Apis mellifera	Apis	Slovenia	Slovenia	2018	8787	Sacbrood virus isolate SBV LS20/2018, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM469323	OM469323_alvulp_iflavirus_1	OM469323_alvulp_iflavirus_1	NA	NA	Belize	Belize	2019	837	Alvulp iflavirus 1 isolate SP09 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON949933	ON949933_Hanko_iflavirus_1	ON949933_Hanko_iflavirus_1	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Lappi, Enontekio	2015	9575	MAG: Hanko iflavirus 1 isolate FIN/L-2018/27, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON949934	ON949934_Hanko_iflavirus_1	ON949934_Hanko_iflavirus_1	Ochlerotatus aff. punctor/punctodes	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	9256	MAG: Hanko iflavirus 1 isolate FIN/PK-2018/11, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON949935	ON949935_Hanko_iflavirus_1	ON949935_Hanko_iflavirus_1	Ochlerotatus intrudens	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	9243	MAG: Hanko iflavirus 1 isolate FIN/PK-2018/66, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON949936	ON949936_Hanko_iflavirus_1	ON949936_Hanko_iflavirus_1	Ochlerotatus intrudens	Ochlerotatus	Finland	Finland: Pohjois-Pohjanmaa, Kuusamo	2015	9200	MAG: Hanko iflavirus 1 isolate FIN/PP-2018/28, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON949937	ON949937_Hanko_iflavirus_1	ON949937_Hanko_iflavirus_1	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjanmaa, Vaasa	2015	9209	MAG: Hanko iflavirus 1 isolate FIN/U-2018/50, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700095	OL700095_Yongsan_iflavirus_1	OL700095_Yongsan_iflavirus_1	Culex pipiens	Culex	China	China: Yunnan	2018	8971	MAG: Yongsan iflavirus 1 isolate XY30034 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700169	OL700169_XiangYun_picorna-like_virus_1	OL700169_XiangYun_picorna-like_virus_1	NA	NA	China	China: Yunnan	2018	10151	MAG: XiangYun picorna-like virus 1 isolate XY128494 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700170	OL700170_XiangYun_picorna-like_virus_2	OL700170_XiangYun_picorna-like_virus_2	NA	NA	China	China: Yunnan	2018	9609	MAG: XiangYun picorna-like virus 2 isolate XY28703 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700171	OL700171_XiangYun_picorna-like_virus_2	OL700171_XiangYun_picorna-like_virus_2	NA	NA	China	China: Yunnan	2018	9667	MAG: XiangYun picorna-like virus 2 isolate XY103360 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL700172	OL700172_XiangYun_picorna-like_virus_2	OL700172_XiangYun_picorna-like_virus_2	NA	NA	China	China: Yunnan	2018	9592	MAG: XiangYun picorna-like virus 2 isolate XY39176 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ867710	MZ867710_Deformed_wing_virus	MZ867710_Deformed_wing_virus	Apis mellifera	Apis	Sweden	Sweden	2006	10038	Deformed wing virus A isolate Gotland-1 polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ867712	MZ867712_Deformed_wing_virus	MZ867712_Deformed_wing_virus	Apis mellifera	Apis	Sweden	Sweden	2006	10111	Deformed wing virus A isolate Ultuna polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL472192	OL472192_Novo_Mesto_iflavirus_1	OL472192_Novo_Mesto_iflavirus_1	NA	NA	Slovenia	Slovenia	2020	8849	MAG: Novo Mesto iflavirus 1 isolate TUR20SW, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON304033	ON304033_Avian_associated_picorna-like_virus_10	ON304033_Avian_associated_picorna-like_virus_10	Turdus merula	Turdus	New Zealand	New Zealand: South Island	2020	10224	Avian associated picorna-like virus 10 isolate TUME non-structural polyprotein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM650306	OM650306_Halyomorpha_halys_ifla-like_virus_1	OM650306_Halyomorpha_halys_ifla-like_virus_1	Halyomorpha halys	Halyomorpha	Italy	Italy	2019	10574	Halyomorpha halys ifla-like virus 1 isolate CREA/HhIlV1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON162005	ON162005_Picornaviridae_sp_	ON162005_Picornaviridae_sp.	NA	NA	China	China: Beijing	2017	1396	MAG: Picornaviridae sp. isolate 156-k141_36666 RNA dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON402369	ON402369_Exitianus_exitiosus_virus_2	ON402369_Exitianus_exitiosus_virus_2	Exitianus exitiosus	Exitianus	USA	USA	2017	10219	Exitianus exitiosus virus 2 strain I24, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM954145	OM954145_Flumine_iflavirus_10	OM954145_Flumine_iflavirus_10	NA	NA	New Zealand	New Zealand: Manawatu River	2019	2551	Flumine iflavirus 10 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM954149	OM954149_Flumine_iflavirus_6	OM954149_Flumine_iflavirus_6	NA	NA	New Zealand	New Zealand: Manawatu River	2019	5264	Flumine iflavirus 6 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
